len	idea	target	title
4			Grounded Object-Centric Learning
9	Near-Optimal Quantum Algorithm	Minimizing the Maximal Loss	Near-Optimal Quantum Algorithm for Minimizing the Maximal Loss
13	Synergising Metadata- and Data-driven Reasoning	Causal Graph Discovery	Causal Modelling Agents: Causal Graph Discovery through Synergising Metadata- and Data-driven Reasoning
11	Differentiable Learning of Generalized Structured Matrices	Efficient Deep Neural Networks	Differentiable Learning of Generalized Structured Matrices for Efficient Deep Neural Networks
11	Improved Regret Bounds	Non-Convex Online-Within-Online Meta Learning	Improved Regret Bounds for Non-Convex Online-Within-Online Meta Learning
10	Only Pay	Variance-Adaptive Thompson Sampling	Only Pay for What Is Uncertain: Variance-Adaptive Thompson Sampling
11			Compose and Conquer: Diffusion-Based 3D Depth Aware Composable Image Synthesis
10			Traveling Waves Encode The Recent Past and Enhance Sequence Learning
7	Lie Group Decompositions	Equivariant Neural Networks	Lie Group Decompositions for Equivariant Neural Networks
15	Layer-Selective Rank Reduction	Improving Reasoning in Language Models	The Truth is in There: Improving Reasoning in Language Models with Layer-Selective Rank Reduction
8	Bi-level Trigger Optimization	Backdoor Contrastive Learning	Backdoor Contrastive Learning via Bi-level Trigger Optimization
12	A Flexible Multi-Center Framework	Clinical ML	Yet Another ICU Benchmark: A Flexible Multi-Center Framework for Clinical ML
7	Recursive Generalization Transformer	Image Super-Resolution	Recursive Generalization Transformer for Image Super-Resolution
5	AI Feedback	Quality-Diversity	Quality-Diversity through AI Feedback
15	Optimal Adaptation to Inexactness	an Accelerated, Stochastic, Second-order Method	Advancing the Lower Bounds: an Accelerated, Stochastic, Second-order Method with Optimal Adaptation to Inexactness
8			A Lie Group Approach to Riemannian Batch Normalization
9	Copula Conformal prediction	multi-step time series prediction	Copula Conformal prediction for multi-step time series prediction
13	Improving Neural Codec Language Model	Zero-Shot Text-to-Speech	CLaM-TTS: Improving Neural Codec Language Model for Zero-Shot Text-to-Speech
8	Affine Transformation Quantization	Large Language Models	AffineQuant: Affine Transformation Quantization for Large Language Models
8	Reconciling Spatial and Temporal Abstractions	Goal Representation	Reconciling Spatial and Temporal Abstractions for Goal Representation
7			LDReg: Local Dimensionality Regularized Self-Supervised Learning
11	Differentially Private Few-Shot Generation	Privacy-Preserving In-Context Learning	Privacy-Preserving In-Context Learning with Differentially Private Few-Shot Generation
10			Analyzing and Mitigating Object Hallucination in Large Vision-Language Models
8			Magnushammer: A Transformer-Based Approach to Premise Selection
8	Score Models	Offline Goal-Conditioned Reinforcement Learning	Score Models for Offline Goal-Conditioned Reinforcement Learning
4			Retrieval is Accurate Generation
6			Online Information Acquisition: Hiring Multiple Agents
11	Lower Bit-Width Accumulators	Towards Cheaper Inference in Deep Networks	Towards Cheaper Inference in Deep Networks with Lower Bit-Width Accumulators
6			Treatment Effects Estimation By Uniform Transformer
9	A Unified Framework	Bayesian Optimization under Contextual Uncertainty	A Unified Framework for Bayesian Optimization under Contextual Uncertainty
11			DNABERT-2: Efficient Foundation Model and Benchmark For Multi-Species Genomes
6	Modality Blending	Multimodal Molecular Pretraining	Multimodal Molecular Pretraining via Modality Blending
7			RLIF: Interactive Imitation Learning as Reinforcement Learning
9	A Realistic Web Environment	Building Autonomous Agents	WebArena: A Realistic Web Environment for Building Autonomous Agents
8	Ease	Sampling from Flat Basins	Entropy-MCMC: Sampling from Flat Basins with Ease
11			LMUFormer: Low Complexity Yet Powerful Spiking Model With Legendre Memory Units
8	Vector Quantization	Linear-Time Transformers	Transformer-VQ: Linear-Time Transformers via Vector Quantization
12	Benefits of Data-Based Initialization	Sampling Multimodal Distributions	Sampling Multimodal Distributions with the Vanilla Score: Benefits of Data-Based Initialization
6			MaGIC: Multi-modality Guided Image Completion
8			Sample-Efficient Multi-Agent RL: An Optimization Perspective
6	Successor Features	Policy Representation	$\pi$2vec: Policy Representation with Successor Features
12	Visibility and Feature Augmented Point Representation	Learning Robust Generalizable Radiance Field	Learning Robust Generalizable Radiance Field with Visibility and Feature Augmented Point Representation
4			Manifold Preserving Guided Diffusion
11			Flat Minima in Linear Estimation and an Extended Gauss Markov Theorem
7			Leveraging Uncertainty Estimates To Improve Classifier Performance
10	Searching	High-Value Molecules Using Reinforcement Learning and Transformers	Searching for High-Value Molecules Using Reinforcement Learning and Transformers
6			Interpretable Meta-Learning of Physical Systems
14			Think-on-Graph: Deep and Responsible Reasoning of Large Language Model on Knowledge Graph
4			Graph Lottery Ticket Automated
8	Layer	Editing Videos Layer	Video Decomposition Prior: Editing Videos Layer by Layer
12	Langevin Monte Carlo	Efficient Exploration in Reinforcement Learning	Provable and Practical: Efficient Exploration in Reinforcement Learning via Langevin Monte Carlo
12	Early-stopping Self-Consistency	Multi-step Reasoning	Escape Sky-high Cost: Early-stopping Self-Consistency for Multi-step Reasoning
12			Analysis of Learning a Flow-based Generative Model from Limited Sample Complexity
9	Cross-rounds Divergence-aware Aggregation	Federated Learning	FedCDA: Federated Learning with Cross-rounds Divergence-aware Aggregation
7	Negative Prompts	Out-of-Distribution Detection	Out-of-Distribution Detection with Negative Prompts
8	Adaptive Model Merging	Multi-Task Learning	AdaMerging: Adaptive Model Merging for Multi-Task Learning
11			Optimal transport based adversarial patch to leverage large scale attack transferability
17	A Large-scale Benchmark Dataset	Multimodal Intent Recognition and Out-of-scope Detection in Conversations	MIntRec2.0: A Large-scale Benchmark Dataset for Multimodal Intent Recognition and Out-of-scope Detection in Conversations
7			Tight Rates in Supervised Outlier Transfer Learning
12	Stability	Rethinking the Power of Graph Canonization in Graph Representation Learning	Rethinking the Power of Graph Canonization in Graph Representation Learning with Stability
7			FedInverse: Evaluating Privacy Leakage in Federated Learning
8	A Simple and Scalable Representation	Graph Generation	A Simple and Scalable Representation for Graph Generation
15	An Advanced Dataset	Promoting Machine Learning Innovations in Realistic Chip Design Environment	CircuitNet 2.0: An Advanced Dataset for Promoting Machine Learning Innovations in Realistic Chip Design Environment
14	One Layer Self-Attention Using Low-Rank Weight Matrices Universal Approximators?	Are Transformers	Are Transformers with One Layer Self-Attention Using Low-Rank Weight Matrices Universal Approximators?
15	Identifiability	A Practical Approach	Structural Estimation of Partially Observed Linear Non-Gaussian Acyclic Model: A Practical Approach with Identifiability
12	Cross-Modal Contextualized Diffusion Models	Text-Guided Visual Generation and Editing	Cross-Modal Contextualized Diffusion Models for Text-Guided Visual Generation and Editing
7			Communication-Efficient Federated Non-Linear Bandit Optimization
4			Listen, Think, and Understand
4			Self-Supervised Contrastive Forecasting
11			Federated Orthogonal Training: Mitigating Global Catastrophic Forgetting in Continual Federated Learning
9			HAZARD Challenge: Embodied Decision Making in Dynamically Changing Environments
8	Convex Combinations	Expressive Losses for Verified Robustness	Expressive Losses for Verified Robustness via Convex Combinations
7	Generalized Continual Learning	Scalable Language Model	Scalable Language Model with Generalized Continual Learning
11	Boosting Prompting Mechanisms	Zero-Shot Speech Synthesis	Mega-TTS 2: Boosting Prompting Mechanisms for Zero-Shot Speech Synthesis
16			FedCompass: Efficient Cross-Silo Federated Learning on Heterogeneous Client Devices Using a Computing Power-Aware Scheduler
9			Bridging State and History Representations: Understanding Self-Predictive RL
9	Prompting LLMs	Efficient Parallel Generation	Skeleton-of-Thought: Prompting LLMs for Efficient Parallel Generation
11	Knowledge Refinement	Pushing the Limit of Protein Design	KW-Design: Pushing the Limit of Protein Design via Knowledge Refinement
14	Step-based Policy Updates	Temporally-Correlated Episodic Reinforcement Learning	Open the Black Box: Step-based Policy Updates for Temporally-Correlated Episodic Reinforcement Learning
8	Multi-Resolution Diffusion Models	Time Series Forecasting	Multi-Resolution Diffusion Models for Time Series Forecasting
10	Calibrated Networks for Label Shift Adaption	Class Probability Matching	Class Probability Matching with Calibrated Networks for Label Shift Adaption
11	Context Compression and Selective Augmentation	Improving Retrieval-Augmented LMs	RECOMP: Improving Retrieval-Augmented LMs with Context Compression and Selective Augmentation
11	Spatial Context for Real Image Editing	Inversion	Noise Map Guidance: Inversion with Spatial Context for Real Image Editing
7	Improving Code Style	Accurate Code Generation	Improving Code Style for Accurate Code Generation
10	Better Parallelism and Work Partitioning	Faster Attention	FlashAttention-2: Faster Attention with Better Parallelism and Work Partitioning
9			Rethinking CNN’s Generalization to Backdoor Attack from Frequency Domain
11			On the Vulnerability of Adversarially Trained Models Against Two-faced Attacks
10			BrainSCUBA: Fine-Grained Natural Language Captions of Visual Cortex Selectivity
12	Complex and Detailed Prompts	Enabling Text-to-Image Generation	LLM Blueprint: Enabling Text-to-Image Generation with Complex and Detailed Prompts
16	in-context-learning	evaluating and reducing the flaws of large multimodal models	Beyond task performance: evaluating and reducing the flaws of large multimodal models with in-context-learning
5			Emu: Generative Pretraining in Multimodality
13			Seeking Neural Nuggets: Knowledge Transfer in Large Language Models from a Parametric Perspective
12			Rethinking the Benefits of Steerable Features in 3D Equivariant Graph Neural Networks
11	Deep Tractable Models	Tree-Structured Graphs	Sum-Product-Set Networks: Deep Tractable Models for Tree-Structured Graphs
10	Improved Equivariant Transformer	Scaling to Higher-Degree Representations	EquiformerV2: Improved Equivariant Transformer for Scaling to Higher-Degree Representations
6			Federated Causal Discovery from Heterogeneous Data
10			DRSM: De-Randomized Smoothing on Malware Classifier Providing Certified Robustness
14	Multi-Armed Bandit	Optimal Client Corruption	Constructing Adversarial Examples for Vertical Federated Learning: Optimal Client Corruption through Multi-Armed Bandit
8	Training Generalizable Policies	Reinforcement Learning	Policy Rehearsing: Training Generalizable Policies for Reinforcement Learning
15			DENEVIL: TOWARDS DECIPHERING AND NAVIGATING THE ETHICAL VALUES OF LARGE LANGUAGE MODELS VIA INSTRUCTION LEARNING
3			To the Cutoff..
13			Time-Varying Propensity Score to Bridge the Gap between the Past and Present
10	Least Squares	Faster Approximation of Probabilistic and Distributional Values	Faster Approximation of Probabilistic and Distributional Values via Least Squares
12	Anomalies	Towards Theory and Design of Robust Time Series Forecasting	RobustTSF: Towards Theory and Design of Robust Time Series Forecasting with Anomalies
9	Compression and Error Control	Fast Distributed Optimization	EControl: Fast Distributed Optimization with Compression and Error Control
8			A Dynamical View of the Question of Why
12			Ring-A-Bell! How Reliable are Concept Removal Methods For Diffusion Models?
7			Deep Neural Networks Tend To Extrapolate Predictably
14	A Zero-Shot Benchmark	Linguistic and Temporal Grounding in Video-Language Models	ViLMA: A Zero-Shot Benchmark for Linguistic and Temporal Grounding in Video-Language Models
7			The Expressive Power of Low-Rank Adaptation
9			Sliced Denoising: A Physics-Informed Molecular Pre-Training Method
8	Rotationally Equivariant Contrastive Learning	Structuring Representation Geometry	Structuring Representation Geometry with Rotationally Equivariant Contrastive Learning
17			The Cost of Scaling Down Large Language Models: Reducing Model Size Affects Memory before In-context Learning
10			SRL: Scaling Distributed Reinforcement Learning to Over Ten Thousand Cores
8			Delphic Offline Reinforcement Learning under Nonidentifiable Hidden Confounding
10			Node2ket: Efficient High-Dimensional Network Embedding in Quantum Hilbert Space
10	Masked Cell Modeling	Anomaly Detection in Tabular Data	MCM: Masked Cell Modeling for Anomaly Detection in Tabular Data
4			Non-negative Contrastive Learning
8			Grounding Multimodal Large Language Models to the World
11			CLIP-MUSED: CLIP-Guided Multi-Subject Visual Neural Information Semantic Decoding
8	Consistent Diffusion Features	Consistent Video Editing	TokenFlow: Consistent Diffusion Features for Consistent Video Editing
8	Assignment Prediction	Bridging Vision and Language Spaces	Bridging Vision and Language Spaces with Assignment Prediction
11	Adaptive Pathways for Time Series Forecasting	Multi-scale Transformers	Pathformer: Multi-scale Transformers with Adaptive Pathways for Time Series Forecasting
4			Context-Aware Meta-Learning
11	Distilling Hypergraph Neural Networks into MLPs	100x Faster Inference	LightHGNN: Distilling Hypergraph Neural Networks into MLPs for 100x Faster Inference
18	Can we get the best of both Binary Neural Networks and Spiking Neural Networks	Efficient Computer Vision?	Can we get the best of both Binary Neural Networks and Spiking Neural Networks for Efficient Computer Vision?
3			Demonstration-Regularized RL
7	Infinite Resolution Evaluation	Predicting Emergent Abilities	Predicting Emergent Abilities with Infinite Resolution Evaluation
10	Varying Window Attention for Semantic Segmentation	Multi-Scale Representations	Multi-Scale Representations by Varying Window Attention for Semantic Segmentation
11			Assessing Uncertainty in Similarity Scoring: Performance & Fairness in Face Recognition
10			Revisiting Deep Audio-Text Retrieval Through the Lens of Transportation
14	Dual-view Representation	End-to-end Multi-modal 3D Lane Detection	DV-3DLane: End-to-end Multi-modal 3D Lane Detection with Dual-view Representation
16	Navigating the Design Space of Equivariant Diffusion-Based Generative Models	De Novo 3D Molecule Generation	Navigating the Design Space of Equivariant Diffusion-Based Generative Models for De Novo 3D Molecule Generation
8			COLLIE: Systematic Construction of Constrained Text Generation Tasks
12	Ordinal Content Preserved Data Augmentation	Enhancing Contrastive Learning for Ordinal Regression	Enhancing Contrastive Learning for Ordinal Regression via Ordinal Content Preserved Data Augmentation
9			Successor Heads: Recurring, Interpretable Attention Heads In The Wild
9	Limited Samples	Estimating Shape Distances on Neural Representations	Estimating Shape Distances on Neural Representations with Limited Samples
10	Extending Text-to-Image Diffusion	Dense Distribution Modeling	JointNet: Extending Text-to-Image Diffusion for Dense Distribution Modeling
10	Implicit Neural Networks	Continuous Field Reconstruction from Sparse Observations	Continuous Field Reconstruction from Sparse Observations with Implicit Neural Networks
10	perfect realism at ultra-low bitrates	Towards image compression	Towards image compression with perfect realism at ultra-low bitrates
10	Improved Integration Approximation	On Accelerating Diffusion-Based Sampling Processes	On Accelerating Diffusion-Based Sampling Processes via Improved Integration Approximation
7	Classifier Score Distillation	Text-to-3D	Text-to-3D with Classifier Score Distillation
11			Hiding in Plain Sight: Disguising Data Stealing Attacks in Federated Learning
10	Object-Centric Voxelization	Unsupervised Learning for Dynamic Scenes	DynaVol: Unsupervised Learning for Dynamic Scenes through Object-Centric Voxelization
5			Local Composite Saddle Point Optimization
9	Faster Adaptive Gradient Methods	Federated Constrained Optimization	FedDA: Faster Adaptive Gradient Methods for Federated Constrained Optimization
14	Large Vision-Language Models	Generative Recommendation and Beyond	Towards Unified Multi-Modal Personalization: Large Vision-Language Models for Generative Recommendation and Beyond
11	Large Language Models as Automated Aligners	benchmarking Vision-Language Models	Large Language Models as Automated Aligners for benchmarking Vision-Language Models
7	Stacked Restricted Boltzmann Machines	Accelerated Sampling	Accelerated Sampling with Stacked Restricted Boltzmann Machines
5	Diffusion	Simple Hierarchical Planning	Simple Hierarchical Planning with Diffusion
9	Jacobian homeostasis	Improving equilibrium propagation without weight symmetry	Improving equilibrium propagation without weight symmetry through Jacobian homeostasis
11			SF(DA)$^2$: Source-free Domain Adaptation Through the Lens of Data Augmentation
11			Neuron-Enhanced AutoEncoder Matrix Completion and Collaborative Filtering: Theory and Practice
6	Structured Sparsity	Dynamic Sparse Training	Dynamic Sparse Training with Structured Sparsity
7			Maximum Entropy Model Correction in Reinforcement Learning
10	What's in a Prior? Learned Proximal Networks	Inverse Problems	What's in a Prior? Learned Proximal Networks for Inverse Problems
10	Activation-Sharing Multi-Resolution Coordinate Networks	Efficient Inference	ASMR: Activation-Sharing Multi-Resolution Coordinate Networks for Efficient Inference
10	Aesthetic Constraints	Towards Aligned Layout Generation via Diffusion Model	Towards Aligned Layout Generation via Diffusion Model with Aesthetic Constraints
12	Opposing Signals Have an Outsized Effect on Neural Network Optimization	Outliers	Outliers with Opposing Signals Have an Outsized Effect on Neural Network Optimization
4			Reverse Diffusion Monte Carlo
14	CLIP Reward for Zero-Shot Generalization in Vision-Language Models	Test-Time Adaptation	Test-Time Adaptation with CLIP Reward for Zero-Shot Generalization in Vision-Language Models
11			On the Generalization and Approximation Capacities of Neural Controlled Differential Equations
10			Bias Runs Deep: Implicit Reasoning Biases in Persona-Assigned LLMs
8	Faithful Rule Extraction	Differentiable Rule Learning Models	Faithful Rule Extraction for Differentiable Rule Learning Models
6			Lifting Architectural Constraints of Injective Flows
7	Hierarchical Attention	Fast Vision Transformers	FasterViT: Fast Vision Transformers with Hierarchical Attention
9			Task structure and nonlinearity jointly determine learned representational geometry
8	Multimodal Diffusion Variational Autoencoders	Deep Generative Clustering	Deep Generative Clustering with Multimodal Diffusion Variational Autoencoders
9	Illuminating Feature Spaces	Clinical Decision-Making	Diagnosing Transformers: Illuminating Feature Spaces for Clinical Decision-Making
9			TAB: Temporal Accumulated Batch Normalization in Spiking Neural Networks
15	Text Feature Dispersion	Calibrated Test-Time Prompt Tuning for Vision-Language Models	C-TPT: Calibrated Test-Time Prompt Tuning for Vision-Language Models via Text Feature Dispersion
4			Language Modeling Is Compression
6			Fair Classifiers that Abstain without Harm
11			Statistical Perspective of Top-K Sparse Softmax Gating Mixture of Experts
5			Language-Informed Visual Concept Learning
9			EX-Graph: A Pioneering Dataset Bridging Ethereum and X
12	What Makes a Good Prune? Maximal Unstructured Pruning	Maximal Cosine Similarity	What Makes a Good Prune? Maximal Unstructured Pruning for Maximal Cosine Similarity
10	Deep Reinforcement Learning Guided Improvement Heuristic	Job Shop Scheduling	Deep Reinforcement Learning Guided Improvement Heuristic for Job Shop Scheduling
12	Tools and Language Feedback	Evaluating LLMs in Multi-turn Interaction	MINT: Evaluating LLMs in Multi-turn Interaction with Tools and Language Feedback
14	Plan to Roll Out Conservatively but to Explore Optimistically	Model-Based RL	COPlanner: Plan to Roll Out Conservatively but to Explore Optimistically for Model-Based RL
10			How Does Unlabeled Data Provably Help Out-of-Distribution Detection?
5			Space Group Constrained Crystal Generation
13	Multi-Exposure Images in Dynamic Scenes	Self-Supervised High Dynamic Range Imaging	Self-Supervised High Dynamic Range Imaging with Multi-Exposure Images in Dynamic Scenes
7	Composition	Expanding Capabilities	LLM Augmented LLMs: Expanding Capabilities through Composition
6			Knowledge Fusion of Large Language Models
11	Language Models	Grounded Reasoning in Videos	Look, Remember and Reason: Grounded Reasoning in Videos with Language Models
12	Follow-the-Perturbed-Leader	Heavy Tails, Robustness, and Privacy	Follow-the-Perturbed-Leader for Adversarial Bandits: Heavy Tails, Robustness, and Privacy
11	Pretrained Models	Robust Image Model Evaluation	Foundation Model-oriented Robustness: Robust Image Model Evaluation with Pretrained Models
7	Structure Conditioning	Dynamics-Informed Protein Design	Dynamics-Informed Protein Design with Structure Conditioning
10	Jointly-Learned Exit and Inference	a Dynamic Neural Network	Jointly-Learned Exit and Inference for a Dynamic Neural Network
7	Towards Foundation Models	Knowledge Graph Reasoning	Towards Foundation Models for Knowledge Graph Reasoning
8	Contrastive Learners	Connecting Masked Autoencoders	Hybrid Distillation: Connecting Masked Autoencoders with Contrastive Learners
7			Pushing Boundaries: Mixup's Influence on Neural Collapse
9	Optimal Sample Complexity	Average Reward Markov Decision Processes	Optimal Sample Complexity for Average Reward Markov Decision Processes
8			Analyzing and Improving Optimal-Transport-based Adversarial Networks
7			Debiasing Attention Mechanism in Transformer without Demographics
13			Rethinking Branching on Exact Combinatorial Optimization Solver: The First Deep Symbolic Discovery Framework
10			OpenWebMath: An Open Dataset of High-Quality Mathematical Web Text
9	Task Planning	Visual Room Rearrangement under Partial Observability	Task Planning for Visual Room Rearrangement under Partial Observability
8	Knowledge Graphs	Bridging Biomedical Foundation Models	BioBridge: Bridging Biomedical Foundation Models via Knowledge Graphs
10			Provably Efficient UCB-type Algorithms For Learning Predictive State Representations
11			LitCab: Lightweight Language Model Calibration over Short- and Long-form Responses
9			IRAD: Implicit Representation-driven Image Resampling against Adversarial Attacks
6	Least Volume	Compressing Latent Space	Compressing Latent Space via Least Volume
6			Language Models Represent Space and Time
9	Feasibility-Guided Diffusion Model	Safe Offline Reinforcement Learning	Safe Offline Reinforcement Learning with Feasibility-Guided Diffusion Model
5			Non-Exchangeable Conformal Risk Control
8	Curriculum-Enhanced Attention Distillation	Training Graph Transformers	Training Graph Transformers via Curriculum-Enhanced Attention Distillation
8	Evaluating Referenceless Metrics	Image Description Generation	ContextRef: Evaluating Referenceless Metrics for Image Description Generation
10			Spoken Question Answering and Speech Continuation Using Spectrogram-Powered LLM
9	Partial Linearization	Parameter-Efficient Multi-Task Model Fusion	Parameter-Efficient Multi-Task Model Fusion with Partial Linearization
16			The Effect of Intrinsic Dataset Properties on Generalization: Unraveling Learning Differences Between Natural and Medical Images
9	Diverse Outlier Sampling	Out-of-Distribution Detection	DOS: Diverse Outlier Sampling for Out-of-Distribution Detection
5	Efficient Modulation	Vision Networks	Efficient Modulation for Vision Networks
12	Multi-View Representation is What You Need	Point-Cloud Pre-Training	Multi-View Representation is What You Need for Point-Cloud Pre-Training
16	Representations	How Do Transformers Learn In-Context Beyond Simple Functions? A Case Study on Learning	How Do Transformers Learn In-Context Beyond Simple Functions? A Case Study on Learning with Representations
8	Burer-Monteiro Factorization	Scaling Convex Neural Networks	Scaling Convex Neural Networks with Burer-Monteiro Factorization
8	A Neural Framework	Generalized Causal Sensitivity Analysis	A Neural Framework for Generalized Causal Sensitivity Analysis
9	Noise Rescheduling	Tuning-Free Longer Video Diffusion	FreeNoise: Tuning-Free Longer Video Diffusion via Noise Rescheduling
9			USB-NeRF: Unrolling Shutter Bundle Adjusted Neural Radiance Fields
8			First-order ANIL provably learns representations despite overparametrisation
15	A Fine-Grained Analysis of Hardness Characterization Methods	Data-Centric AI	Dissecting Sample Hardness: A Fine-Grained Analysis of Hardness Characterization Methods for Data-Centric AI
18	Epitopological learning and Cannistraci-Hebb network shape intelligence brain-inspired theory	ultra-sparse advantage in deep learning	Epitopological learning and Cannistraci-Hebb network shape intelligence brain-inspired theory for ultra-sparse advantage in deep learning
10	Realistically Generated Time-series	Benchmarking of Causal Discovery	CausalTime: Realistically Generated Time-series for Benchmarking of Causal Discovery
10	the Lens of Change	Identifiable Latent Polynomial Causal Models	Identifiable Latent Polynomial Causal Models through the Lens of Change
11	Single Oracle Feedback	On the Hardness of Online Nonconvex Optimization	On the Hardness of Online Nonconvex Optimization with Single Oracle Feedback
10			Contrastive Preference Learning: Learning from Human Feedback without Reinforcement Learning
3			Kernelised Normalising Flows
8	Meta Learning	Deceptive Fairness Attacks on Graphs	Deceptive Fairness Attacks on Graphs via Meta Learning
4			Identifying Policy Gradient Subspaces
12	Efficient Coarse-to-Fine Layer-Wise Pruning	Vision-Language Models	ECoFLaP: Efficient Coarse-to-Fine Layer-Wise Pruning for Vision-Language Models
13	Contrastive Independence-of-Support on $l$-Variational Inference	Disentangling Time Series Representations	Disentangling Time Series Representations via Contrastive Independence-of-Support on $l$-Variational Inference
4			Poly-View Contrastive Learning
10			Rethinking Backdoor Attacks on Dataset Distillation: A Kernel Method Perspective
11	Negatively Correlated Ensemble Reinforcement Learning	Online Diverse Game Level Generation	Negatively Correlated Ensemble Reinforcement Learning for Online Diverse Game Level Generation
9	Locality Sensitive Sparse Encoding	Learning World Models Online	Locality Sensitive Sparse Encoding for Learning World Models Online
8	Relevance Propagation Guidance	Event Data Augmentation	EventRPG: Event Data Augmentation with Relevance Propagation Guidance
13	Generating Camouflaged Objects	Enhancing Camouflaged Object Detectors	Strategic Preys Make Acute Predators: Enhancing Camouflaged Object Detectors by Generating Camouflaged Objects
3			Graph Parsing Networks
10	Lossy Compression	Information Bottleneck Analysis of Deep Neural Networks	Information Bottleneck Analysis of Deep Neural Networks via Lossy Compression
8	Generalized Instructions	Diversifying Referring Object Detection	InstructDET: Diversifying Referring Object Detection with Generalized Instructions
4			Causally Aligned Curriculum Learning
5			Conformal Inductive Graph Neural Networks
8			Polynormer: Polynomial-Expressive Graph Transformer in Linear Time
9	A Differentially Private Clustering Algorithm	Well-Clustered Graphs	A Differentially Private Clustering Algorithm for Well-Clustered Graphs
9			Better Neural PDE Solvers Through Data-Free Mesh Movers
8			GPAvatar: Generalizable and Precise Head Avatar from Image(s)
11	Multimodal Large Language Models	Generating Images in Context	Kosmos-G: Generating Images in Context with Multimodal Large Language Models
11			FedP3: Federated Personalized and Privacy-friendly Network Pruning under Model Heterogeneity
14	Few-Shot Reasoning	Free-form Visual Concepts in the Real World	Bongard-OpenWorld: Few-Shot Reasoning for Free-form Visual Concepts in the Real World
13	Language Model Guided RL	Solving Long Horizon Robotics Tasks	Plan-Seq-Learn: Language Model Guided RL for Solving Long Horizon Robotics Tasks
11	Langevin Monte Carlo	Randomized midpoint revisited	Langevin Monte Carlo for strongly log-concave distributions: Randomized midpoint revisited
15	Communication-Efficient Gradient Descent-Accent Methods	Unified Analysis and Local Updates	Communication-Efficient Gradient Descent-Accent Methods for Distributed Variational Inequalities: Unified Analysis and Local Updates
10			Piecewise Linear Parametrization of Policies: Towards Interpretable Deep Reinforcement Learning
8			Contrastive Learning is Spectral Clustering on Similarity Graph
15	Embodied Environments via Reinforcement Learning	Aligning Large Language Models	True Knowledge Comes from Practice: Aligning Large Language Models with Embodied Environments via Reinforcement Learning
8	Adaptive Window Pruning	Efficient Local Motion Deblurring	Adaptive Window Pruning for Efficient Local Motion Deblurring
11	Large Language Models (LLMs)	Label-free Node Classification on Graphs	Label-free Node Classification on Graphs with Large Language Models (LLMs)
9	Progressive Partial Optimal Transport	Deep Imbalanced Clustering	P$^2$OT: Progressive Partial Optimal Transport for Deep Imbalanced Clustering
8	Language Models	Speech to Speech Translation	PolyVoice: Language Models for Speech to Speech Translation
7	generative flow networks	Phylogenetic inference	PhyloGFN: Phylogenetic inference with generative flow networks
8			FedWon: Triumphing Multi-domain Federated Learning Without Normalization
11			Neural Network-Based Score Estimation in Diffusion Models: Optimization and Generalization
11	Graph-Induced Sum-Product Networks	Tractable Probabilistic Graph Representation Learning	Tractable Probabilistic Graph Representation Learning with Graph-Induced Sum-Product Networks
7			Active Retrosynthetic Planning Aware of Route Quality
10	Rethinking Graph Representation Space	Bridging GNNs and MLPs	VQGraph: Rethinking Graph Representation Space for Bridging GNNs and MLPs
7	Self-Supervised Dataset Distillation	Transfer Learning	Self-Supervised Dataset Distillation for Transfer Learning
5	learned diffusions	Improved sampling	Improved sampling via learned diffusions
8	Rethinking RGBD Representation Learning	Semantic Segmentation	DFormer: Rethinking RGBD Representation Learning for Semantic Segmentation
7	Interval Bound Propagation	Understanding Certified Training	Understanding Certified Training with Interval Bound Propagation
10			Language Model Beats Diffusion - Tokenizer is key to visual generation
9	Path Choice Matters	Clear Attributions in Path Methods	Path Choice Matters for Clear Attributions in Path Methods
5			Automatic Functional Differentiation in JAX
7	$SL(2, \mathbb{R})$-Equivariance	Learning Polynomial Problems	Learning Polynomial Problems with $SL(2, \mathbb{R})$-Equivariance
11	Efficient Optimal Transport for Cortical Surface Reconstruction	Diffeomorphic Mesh Deformation	Diffeomorphic Mesh Deformation via Efficient Optimal Transport for Cortical Surface Reconstruction
9	Extremely Efficient Collective Communication	Large Model Training	ZeRO++: Extremely Efficient Collective Communication for Large Model Training
16	Many Losses are Minimal	the Wrong DAG	Learning Large DAGs is Harder than you Think: Many Losses are Minimal for the Wrong DAG
6	Dual Associated Encoder	Face Restoration	Dual Associated Encoder for Face Restoration
8	CausalLM is not optimal	in-context learning	CausalLM is not optimal for in-context learning
5	Generative Judge	Evaluating Alignment	Generative Judge for Evaluating Alignment
8	Learning Effective Selection Policies	Efficient Subgraph GNNs	Efficient Subgraph GNNs by Learning Effective Selection Policies
10			VertiBench: Advancing Feature Distribution Diversity in Vertical Federated Learning Benchmarks
13			Can LLMs Express Their Uncertainty? An Empirical Evaluation of Confidence Elicitation in LLMs
9			PRES: Toward Scalable Memory-Based Dynamic Graph Neural Networks
9			FedImpro: Measuring and Improving Client Update in Federated Learning
12			Attention Satisfies: A Constraint-Satisfaction Lens on Factual Errors of Language Models
11	Control Any Joint at Any Time	Human Motion Generation	OmniControl: Control Any Joint at Any Time for Human Motion Generation
2			Feature Collapse
9	Hard Attention	Logical Languages Accepted by Transformer Encoders	Logical Languages Accepted by Transformer Encoders with Hard Attention
15			Safety-Tuned LLaMAs: Lessons From Improving the Safety of Large Language Models that Follow Instructions
