len	idea	target	title
13			Almost Tight L0-norm Certified Robustness of Top-k Predictions against Adversarial Perturbations.
9	Proving the Lottery Ticket Hypothesis	Convolutional Neural Networks.	Proving the Lottery Ticket Hypothesis for Convolutional Neural Networks.
10	Physics-encoded Learning.	Discovering Nonlinear PDEs from Scarce Data	Discovering Nonlinear PDEs from Scarce Data with Physics-encoded Learning.
11			Rethinking Goal-Conditioned Supervised Learning and Its Connection to Offline RL.
4			Topologically Regularized Data Embeddings.
11			PF-GNN: Differentiable particle filtering based approximation of universal graph representations.
6			Nonlinear ICA Using Volume-Preserving Transformations.
7			Online Ad Hoc Teamwork under Partial Observability.
9	Rethinking Batch Normalization	Online Continual Learning.	Continual Normalization: Rethinking Batch Normalization for Online Continual Learning.
6	Constraints.	Equivariant Graph Mechanics Networks	Equivariant Graph Mechanics Networks with Constraints.
7			Towards Continual Knowledge Learning of Language Models.
15	GAN for uncovering heterogeneous disease-related imaging patterns.	Semi-Supervised Representation Learning	Surreal-GAN: Semi-Supervised Representation Learning via GAN for uncovering heterogeneous disease-related imaging patterns.
15	Data Augmentation for Feedback-efficient Preference-based Reinforcement Learning.	Semi-supervised Reward Learning	SURF: Semi-supervised Reward Learning with Data Augmentation for Feedback-efficient Preference-based Reinforcement Learning.
3			Convergent Graph Solvers.
11	Spurious Attribute Estimation.	Improving Worst-group Accuracy	Spread Spurious Attribute: Improving Worst-group Accuracy with Spurious Attribute Estimation.
10	Learning Scenario Representation	Solving Two-stage Stochastic Integer Programs.	Learning Scenario Representation for Solving Two-stage Stochastic Integer Programs.
9			Generalization Through the Lens of Leave-One-Out Error.
7			Self-Supervised Inference in State-Space Models.
9			On the Role of Neural Collapse in Transfer Learning.
8	Information-theoretic Online Memory Selection	Continual Learning.	Information-theoretic Online Memory Selection for Continual Learning.
10	Non-Stationarity in MARL via Trust-Region Decomposition.	Dealing	Dealing with Non-Stationarity in MARL via Trust-Region Decomposition.
8			Information Bottleneck: Exact Analysis of (Quantized) Neural Networks.
9	Labeling Tricks for Subgraph Representation Learning.	GNN	GLASS: GNN with Labeling Tricks for Subgraph Representation Learning.
5			MoReL: Multi-omics Relational Learning.
7			Provable Learning-based Algorithm For Sparse Recovery.
7			Defending Against Image Corruptions Through Adversarial Augmentations.
12	surrogate-based adversarial black-box methods is easy.	Attacking deep networks	Attacking deep networks with surrogate-based adversarial black-box methods is easy.
3			Autoregressive Diffusion Models.
6			Auto-scaling Vision Transformers without Training.
10	A Yarn-level Model	Fabrics.	Fine-grained Differentiable Physics: A Yarn-level Model for Fabrics.
9	Revisiting flow generative models	Out-of-distribution detection.	Revisiting flow generative models for Out-of-distribution detection.
5			Missingness Bias in Model Debugging.
11	Meta Learning Low Rank Covariance Factors	Energy Based Deterministic Uncertainty.	Meta Learning Low Rank Covariance Factors for Energy Based Deterministic Uncertainty.
6			Conditional Object-Centric Learning from Video.
8			Scale Efficiently: Insights from Pretraining and Finetuning Transformers.
8			Vitruvion: A Generative Model of Parametric CAD Sketches.
5			Space-Time Graph Neural Networks.
12	Scattering Networks on the Sphere	Scalable and Rotationally Equivariant Spherical CNNs.	Scattering Networks on the Sphere for Scalable and Rotationally Equivariant Spherical CNNs.
5			Bayesian Neural Network Priors Revisited.
7	Hindsight Experience Replay.	Goal-Directed Planning	Goal-Directed Planning via Hindsight Experience Replay.
3			Hybrid Random Features.
9			Pretrained Language Model in Continual Learning: A Comparative Study.
10			Salient ImageNet: How to discover spurious features in Deep Learning?
3			Differentiable DAG Sampling.
10	Evaluating Model-Based Planning and Planner Amortization	Continuous Control.	Evaluating Model-Based Planning and Planner Amortization for Continuous Control.
8	Skill Transition Models.	Hierarchical Few-Shot Imitation	Hierarchical Few-Shot Imitation with Skill Transition Models.
9			End-to-End Learning of Probabilistic Hierarchies on Graphs.
9	A Benchmark	Experimental Design in Drug Discovery.	GeneDisco: A Benchmark for Experimental Design in Drug Discovery.
11	Neighbor-Aware Ego Network Synthesis	Class-Imbalanced Node Classification.	GraphENS: Neighbor-Aware Ego Network Synthesis for Class-Imbalanced Node Classification.
9	Reward-Switching Policy Optimization.	Continuously Discovering Novel Strategies	Continuously Discovering Novel Strategies via Reward-Switching Policy Optimization.
11	Pattern Matching Memory Networks	Traffic Forecasting.	Learning to Remember Patterns: Pattern Matching Memory Networks for Traffic Forecasting.
11			Why Propagate Alone? Parallel Use of Labels and Features on Graphs.
5	Directional Gradient Descent.	Learning	Learning by Directional Gradient Descent.
9			Maximum Entropy RL (Provably) Solves Some Robust RL Problems.
14	A Unified Contrastive Energy-based Model	Understanding the Generative Ability of Adversarial Training.	A Unified Contrastive Energy-based Model for Understanding the Generative Ability of Adversarial Training.
11	Equivariant and Stable Positional Encoding	More Powerful Graph Neural Networks.	Equivariant and Stable Positional Encoding for More Powerful Graph Neural Networks.
11			BadPre: Task-agnostic Backdoor Attacks to Pre-trained NLP Foundation Models.
11			Shallow and Deep Networks are Near-Optimal Approximators of Korobov Functions.
11			What Makes Better Augmentation Strategies? Augment Difficult but Not too Different.
4			Generative Pseudo-Inverse Memory.
8			A Deep Variational Approach to Clustering Survival Data.
13	Offline Reinforcement Learning	End-to-End Task-Oriented Dialogue Systems.	GPT-Critic: Offline Reinforcement Learning for End-to-End Task-Oriented Dialogue Systems.
9	Gradient-based Subword Tokenization.	Fast Character Transformers	Charformer: Fast Character Transformers via Gradient-based Subword Tokenization.
6	Regularized Autoencoders	Isometric Representation Learning.	Regularized Autoencoders for Isometric Representation Learning.
7			Knowledge Removal in Sampling-based Bayesian Inference.
10			Actor-critic is implicitly biased towards high entropy optimal policies.
10			Igeood: An Information Geometry Approach to Out-of-Distribution Detection.
8			Bag of Instances Aggregation Boosts Self-supervised Distillation.
6	Stability Regularization	Discrete Representation Learning.	Stability Regularization for Discrete Representation Learning.
8	Unrolling PALM	Sparse Semi-Blind Source Separation.	Unrolling PALM for Sparse Semi-Blind Source Separation.
9	Fast Generic Interaction Detection	Model Interpretability and Compression.	Fast Generic Interaction Detection for Model Interpretability and Compression.
11	Reversible Instance Normalization	Accurate Time-Series Forecasting against Distribution Shift.	Reversible Instance Normalization for Accurate Time-Series Forecasting against Distribution Shift.
10			On the Pitfalls of Analyzing Individual Neurons in Language Models.
7			Query Embedding on Hyper-Relational Knowledge Graphs.
9	Neural Solvers	Fast and Accurate Numerical Optimal Control.	Neural Solvers for Fast and Accurate Numerical Optimal Control.
10	Progressive Self Attention GANs	Synthetic Time Series.	PSA-GAN: Progressive Self Attention GANs for Synthetic Time Series.
12	Theory of Mind.	Target-oriented Multi-agent Communication and Cooperation	ToM2C: Target-oriented Multi-agent Communication and Cooperation with Theory of Mind.
7	Observing Learning Paths.	Better Supervisory Signals	Better Supervisory Signals by Observing Learning Paths.
7	TAda! Temporally-Adaptive Convolutions	Video Understanding.	TAda! Temporally-Adaptive Convolutions for Video Understanding.
11	Learning a subspace of policies	online adaptation in Reinforcement Learning.	Learning a subspace of policies for online adaptation in Reinforcement Learning.
11	Local Sparsity.	Efficient On-Device Training for Federated Learning	ZeroFL: Efficient On-Device Training for Federated Learning with Local Sparsity.
4			Gaussian Mixture Convolution Networks.
16	Self-supervised Contrastive Learning.	How Does SimSiam Avoid Collapse Without Negative Samples? A Unified Understanding	How Does SimSiam Avoid Collapse Without Negative Samples? A Unified Understanding with Self-supervised Contrastive Learning.
6	Concept Transformers.	Attention-based Interpretability	Attention-based Interpretability with Concept Transformers.
7			Inductive Relation Prediction Using Analogy Subgraph Embeddings.
9			Reinforcement Learning in Presence of Discrete Markovian Context Evolution.
10	Learnable Cost Matrix.	Optimal Transport for Long-Tailed Recognition	Optimal Transport for Long-Tailed Recognition with Learnable Cost Matrix.
11	Data-Dependent Adaptive Prior.	Improving Conditional Denoising Diffusion Models	PriorGrad: Improving Conditional Denoising Diffusion Models with Data-Dependent Adaptive Prior.
9	Target-Side Input Augmentation	Sequence to Sequence Generation.	Target-Side Input Augmentation for Sequence to Sequence Generation.
9	Unified Transformer	Efficient Spatial-Temporal Representation Learning.	UniFormer: Unified Transformer for Efficient Spatial-Temporal Representation Learning.
9			Inverse Online Learning: Understanding Non-Stationary and Reactionary Policies.
7			Multi-Mode Deep Matrix and Tensor Factorization.
12			LORD: Lower-Dimensional Embedding of Log-Signature in Neural Rough Differential Equations.
11			Generalized Natural Gradient Flows in Hidden Convex-Concave Games and GANs.
8			Offline Neural Contextual Bandits: Pessimism, Optimization and Generalization.
9	learned Multi-Agent Sampling.	Trajectory Heatmap Output	THOMAS: Trajectory Heatmap Output with learned Multi-Agent Sampling.
14			CLEVA-Compass: A Continual Learning Evaluation Assessment Compass to Promote Research Transparency and Comparability.
5			Neural Stochastic Dual Dynamic Programming.
8	Supplementary Imperfect Demonstrations.	Offline Imitation Learning	DemoDICE: Offline Imitation Learning with Supplementary Imperfect Demonstrations.
8	Structural Motifs.	Learning to Extend Molecular Scaffolds	Learning to Extend Molecular Scaffolds with Structural Motifs.
7	Discrepancy-Based Active Learning	Domain Adaptation.	Discrepancy-Based Active Learning for Domain Adaptation.
5	Gradient Matching	Domain Generalization.	Gradient Matching for Domain Generalization.
4			Objects in Semantic Topology.
10			Hidden Parameter Recurrent State Space Models For Changing Dynamics Scenarios.
11	Graph Neural Network Guided Local Search	the Traveling Salesperson Problem.	Graph Neural Network Guided Local Search for the Traveling Salesperson Problem.
11	Probabilistic Neural Networks.	On the Pitfalls of Heteroscedastic Uncertainty Estimation	On the Pitfalls of Heteroscedastic Uncertainty Estimation with Probabilistic Neural Networks.
7	Diffusion Models.	Label-Efficient Semantic Segmentation	Label-Efficient Semantic Segmentation with Diffusion Models.
8	weighted low-rank factorization.	Language model compression	Language model compression with weighted low-rank factorization.
9	Pareto Set Learning	Neural Multi-Objective Combinatorial Optimization.	Pareto Set Learning for Neural Multi-Objective Combinatorial Optimization.
4			Prototypical Contrastive Predictive Coding.
7			Adversarial Robustness Through the Lens of Causality.
8	Geodesic Descents.	Distributionally Robust Fair Principal Components	Distributionally Robust Fair Principal Components via Geodesic Descents.
9	Promoting Unnoticeability.	Understanding and Improving Graph Injection Attack	Understanding and Improving Graph Injection Attack by Promoting Unnoticeability.
12			Learning to Guide and to be Guided in the Architect-Builder Problem.
5			Phase Collapse in Neural Networks.
11	Self-supervised Perturbation-Invariant Representation Learning	Speech Pre-Training.	SPIRAL: Self-supervised Perturbation-Invariant Representation Learning for Speech Pre-Training.
10	Improving the Accuracy of Learning Example Weights	Imbalance Classification.	Improving the Accuracy of Learning Example Weights for Imbalance Classification.
9	Dynamics-aware Implicit Generative Adversarial Networks.	Generating Videos	Generating Videos with Dynamics-aware Implicit Generative Adversarial Networks.
11	Human-AI Copilot Optimization.	Efficient Learning of Safe Driving Policy	Efficient Learning of Safe Driving Policy via Human-AI Copilot Optimization.
7	Manifold Mixup.	Enhancing Cross-lingual Transfer	Enhancing Cross-lingual Transfer by Manifold Mixup.
10	Clustering-based Selection for Reinforcement Learning.	Evolutionary Diversity Optimization	Evolutionary Diversity Optimization with Clustering-based Selection for Reinforcement Learning.
9	Curvature-Guided Dynamic Scale Networks	Multi-View Stereo.	Curvature-Guided Dynamic Scale Networks for Multi-View Stereo.
13	Leveraging Variance Information with Pessimism.	Near-optimal Offline Reinforcement Learning	Near-optimal Offline Reinforcement Learning with Linear Representation: Leveraging Variance Information with Pessimism.
9	Exploring extreme parameter compression	pre-trained language models.	Exploring extreme parameter compression for pre-trained language models.
8	Local Feature Swapping	Generalization in Reinforcement Learning.	Local Feature Swapping for Generalization in Reinforcement Learning.
10	Vision and Language Knowledge Distillation.	Open-vocabulary Object Detection	Open-vocabulary Object Detection via Vision and Language Knowledge Distillation.
8	Regularization.	Model-Based Offline Meta-Reinforcement Learning	Model-Based Offline Meta-Reinforcement Learning with Regularization.
7			Scale Mixtures of Neural Network Gaussian Processes.
8	A Johnson-Lindenstrauss Framework	Randomly Initialized CNNs.	A Johnson-Lindenstrauss Framework for Randomly Initialized CNNs.
11	Posterior-guided training of retrievers	improved open-ended generation.	Hindsight: Posterior-guided training of retrievers for improved open-ended generation.
10	Self-Supervised Graph Neural Networks	Improved Electroencephalographic Seizure Analysis.	Self-Supervised Graph Neural Networks for Improved Electroencephalographic Seizure Analysis.
10	Group-based Interleaved Pipeline Parallelism	Large-scale DNN Training.	Group-based Interleaved Pipeline Parallelism for Large-scale DNN Training.
9	Minimax Optimality (Probably) Doesn't Imply Distribution Learning	GANs.	Minimax Optimality (Probably) Doesn't Imply Distribution Learning for GANs.
8	Value-based Episodic Memory.	Offline Reinforcement Learning	Offline Reinforcement Learning with Value-based Episodic Memory.
9	Learning Spatial Features	Monocular 3D Object Detection.	MonoDistill: Learning Spatial Features for Monocular 3D Object Detection.
10	Extreme Activation Compression.	Scalable Graph Neural Networks Training	EXACT: Scalable Graph Neural Networks Training via Extreme Activation Compression.
12	Provably convergent quasistatic dynamics	mean-field two-player zero-sum games.	Provably convergent quasistatic dynamics for mean-field two-player zero-sum games.
10	Wild Cards.	a Connectionist Temporal Classification Loss	W-CTC: a Connectionist Temporal Classification Loss with Wild Cards.
16	Joint Effect of Incentivized Sampling, Delayed Sampling Feedback, and Self-Reinforcing User Preferences.	Bandit Learning	Bandit Learning with Joint Effect of Incentivized Sampling, Delayed Sampling Feedback, and Self-Reinforcing User Preferences.
9			AdaAug: Learning Class- and Instance-adaptive Data Augmentation Policies.
7	Distilling Feature Correspondences.	Unsupervised Semantic Segmentation	Unsupervised Semantic Segmentation by Distilling Feature Correspondences.
9	Axiomatic Explanations	Visual Search, Retrieval, and Similarity Learning.	Axiomatic Explanations for Visual Search, Retrieval, and Similarity Learning.
4			Graph-Relational Domain Adaptation.
8	Lottery Regulated Grouped Convolutions.	Revisit Kernel Pruning	Revisit Kernel Pruning with Lottery Regulated Grouped Convolutions.
9	Bi-linear Value Networks	Multi-goal Reinforcement Learning.	Bi-linear Value Networks for Multi-goal Reinforcement Learning.
12			No One Representation to Rule Them All: Overlapping Features of Training Methods.
3			Generalized Kernel Thinning.
9			How Much Can CLIP Benefit Vision-and-Language Tasks?
9			Large Learning Rate Tames Homogeneity: Convergence and Balancing Effect.
9			Demystifying Limited Adversarial Transferability in Automatic Speech Recognition Systems.
13	Pipelined Feature Communication.	Efficient Full-Graph Training of Graph Convolutional Networks	PipeGCN: Efficient Full-Graph Training of Graph Convolutional Networks with Pipelined Feature Communication.
7	Perturbed Rewards.	Learning Neural Contextual Bandits	Learning Neural Contextual Bandits through Perturbed Rewards.
7	Implicit Hypergradient.	Adversarial Unlearning of Backdoors	Adversarial Unlearning of Backdoors via Implicit Hypergradient.
7			Maximizing Ensemble Diversity in Deep Reinforcement Learning.
9	Learnable Structural and Positional Representations.	Graph Neural Networks	Graph Neural Networks with Learnable Structural and Positional Representations.
8	Zero-Shot Self-Supervised Learning	MRI Reconstruction.	Zero-Shot Self-Supervised Learning for MRI Reconstruction.
7	Policy Smoothing	Provably Robust Reinforcement Learning.	Policy Smoothing for Provably Robust Reinforcement Learning.
9			The Close Relationship Between Contrastive Learning and Meta-Learning.
8	Decomposing Excess Risk Dynamics.	Towards Understanding Generalization	Towards Understanding Generalization via Decomposing Excess Risk Dynamics.
7	Neighborhood Wasserstein Reconstruction.	Graph Auto-Encoder	Graph Auto-Encoder via Neighborhood Wasserstein Reconstruction.
6	Fairness Calibration	Face Verification.	FairCal: Fairness Calibration for Face Verification.
9	Class-Weighted Language-Invariant Representations.	Cross-Lingual Transfer	Cross-Lingual Transfer with Class-Weighted Language-Invariant Representations.
10			ComPhy: Compositional Physical Reasoning of Objects and Events from Videos.
11	Instance-Dependent Label Noise.	An Information Fusion Approach to Learning	An Information Fusion Approach to Learning with Instance-Dependent Label Noise.
10			On Redundancy and Diversity in Cell-based Neural Architecture Search.
10	Tailored Rectifiers.	Shaping the Kernel	Deep Learning without Shortcuts: Shaping the Kernel with Tailored Rectifiers.
13			Variational autoencoders in the presence of low-dimensional data: landscape and implicit bias.
14	Sensitivity Guided Adaptive Learning Rate	Training Large Transformer Models.	No Parameters Left Behind: Sensitivity Guided Adaptive Learning Rate for Training Large Transformer Models.
10	Stochastic Differential Equations.	Guided Image Synthesis and Editing	SDEdit: Guided Image Synthesis and Editing with Stochastic Differential Equations.
11	Post hoc Explanations may be Ineffective	Detecting Unknown Spurious Correlation.	Post hoc Explanations may be Ineffective for Detecting Unknown Spurious Correlation.
7	Gradient Matching.	Generalizing Few-Shot NAS	Generalizing Few-Shot NAS with Gradient Matching.
15	Return of the Most Naive Baseline	Sparse Training.	The Unreasonable Effectiveness of Random Pruning: Return of the Most Naive Baseline for Sparse Training.
10			switch-GLAT: Multilingual Parallel Machine Translation Via Code-Switch Decoder.
6	Shared Dictionary.	Tiny Transformer	DictFormer: Tiny Transformer with Shared Dictionary.
9	Distribution Matching for Complex Tasks.	Training Transition Policies	Training Transition Policies via Distribution Matching for Complex Tasks.
13	Anderson Mixing.	On the Effectiveness of Solving Min-Imax Optimization	GDA-AM: On the Effectiveness of Solving Min-Imax Optimization via Anderson Mixing.
10	global convergence guarantees.	On feature learning in neural networks	On feature learning in neural networks with global convergence guarantees.
11			The Three Stages of Learning Dynamics in High-dimensional Kernel Methods.
16	a Large Number of Players Sample-Efficiently?	When Can We Learn General-Sum Markov Games	When Can We Learn General-Sum Markov Games with a Large Number of Players Sample-Efficiently?
9			Neural Networks as Kernel Learners: The Silent Alignment Effect.
8	Learning Object-Oriented Dynamics	Planning from Text.	Learning Object-Oriented Dynamics for Planning from Text.
9			An Operator Theoretic View On Pruning Deep Neural Networks.
20			Capacity of Group-invariant Linear Readouts from Equivariant Representations: How Many Objects can be Linearly Classified Under All Possible Views?
11	Data-driven Design of Transformers	Improved Generalization or Efficiency.	Tuformer: Data-driven Design of Transformers for Improved Generalization or Efficiency.
5			Learning Weakly-supervised Contrastive Representations.
11	Encoding Weights of Irregular Sparsity	Fixed-to-Fixed Model Compression.	Encoding Weights of Irregular Sparsity for Fixed-to-Fixed Model Compression.
9			An Experimental Design Perspective on Model-Based Reinforcement Learning.
5	Adaptive Memory.	Bayes	BAM: Bayes with Adaptive Memory.
15			Unsupervised Learning of Full-Waveform Inversion: Connecting CNN and Partial Differential Equation in a Loop.
5	Kernel.	Conditional Contrastive Learning	Conditional Contrastive Learning with Kernel.
11	A Framework	Single Source Cross-Domain Few-Shot Learning.	ConFeSS: A Framework for Single Source Cross-Domain Few-Shot Learning.
10			Granger causal inference on DAGs identifies genomic loci regulating transcription.
5			Energy-Inspired Molecular Conformation Optimization.
10			Towards Deepening Graph Neural Networks: A GNTK-based Optimization Perspective.
10			Connectome-constrained Latent Variable Model of Whole-Brain Neural Activity.
13	A Tree-Structured Wavelet Neural Network	Time Series Signal Analysis.	T-WaveNet: A Tree-Structured Wavelet Neural Network for Time Series Signal Analysis.
11	self- and mutual-distillations.	Unsupervised sentence-pair modelling	Trans-Encoder: Unsupervised sentence-pair modelling through self- and mutual-distillations.
9			Path Integral Sampler: A Stochastic Control Approach For Sampling.
8			Model Zoo: A Growing Brain That Learns Continually.
9	Temporal Attention.	Predicting Physics in Mesh-reduced Space	Predicting Physics in Mesh-reduced Space with Temporal Attention.
14			How unlabeled data improve generalization in self-training? A one-hidden-layer theoretical analysis.
6	Truncated Flows.	Learning to Dequantise	Learning to Dequantise with Truncated Flows.
12			Curriculum learning as a tool to uncover learning principles in the brain.
2			Optimizer Amalgamation.
9	Class Imbalance.	An Agnostic Approach to Federated Learning	An Agnostic Approach to Federated Learning with Class Imbalance.
8			A Fine-Tuning Approach to Belief State Modeling.
7			Differentially Private Fine-tuning of Language Models.
12	Diverse Prompts.	Robustly Extracting Factual Information from Language Models	P-Adapters: Robustly Extracting Factual Information from Language Models with Diverse Prompts.
11	Mutual Information in Cooperative and Byzantine Decentralized Teaming.	Iterated Reasoning	Iterated Reasoning with Mutual Information in Cooperative and Byzantine Decentralized Teaming.
7	Step-unrolled Denoising Autoencoders	Text Generation.	Step-unrolled Denoising Autoencoders for Text Generation.
7	Hindsight Foresight Relabeling	Meta-Reinforcement Learning.	Hindsight Foresight Relabeling for Meta-Reinforcement Learning.
8			LoRA: Low-Rank Adaptation of Large Language Models.
13			Which Shortcut Cues Will DNNs Choose? A Study from the Parameter-Space Perspective.
12			Efficient Computation of Deep Nonlinear Infinite-Width Neural Networks that Learn Features.
8	Suboptimal Data.	Near-Optimal Imitation Learning	TRAIL: Near-Optimal Imitation Learning with Suboptimal Data.
11	On the benefits of maximum likelihood estimation	Regression and Forecasting.	On the benefits of maximum likelihood estimation for Regression and Forecasting.
9			Effect of scale on catastrophic forgetting in neural networks.
12	A Distributed Algorithm	Training Graph Neural Networks.	Learn Locally, Correct Globally: A Distributed Algorithm for Training Graph Neural Networks.
8	Conditioning Variational Auto-Encoders.	Conditional Image Generation	Conditional Image Generation by Conditioning Variational Auto-Encoders.
11	Invariance to Bond Rotations.	Learning 3D Representations of Molecular Chirality	Learning 3D Representations of Molecular Chirality with Invariance to Bond Rotations.
8	Neural Methods	Logical Reasoning over Knowledge Graphs.	Neural Methods for Logical Reasoning over Knowledge Graphs.
5	Consistent Counterfactuals	Deep Models.	Consistent Counterfactuals for Deep Models.
4			Unified Visual Transformer Compression.
4			Transformer-based Transform Coding.
11	Discriminative Weight Generation.	Building a Space of Objects	Object Pursuit: Building a Space of Objects via Discriminative Weight Generation.
6			PAC Prediction Sets Under Covariate Shift.
11			Generalization of Neural Combinatorial Solvers Through the Lens of Adversarial Robustness.
10	Learning Incremental Skills	a Changing World.	One After Another: Learning Incremental Skills for a Changing World.
9	Graph-Guided Network	Irregularly Sampled Multivariate Time Series.	Graph-Guided Network for Irregularly Sampled Multivariate Time Series.
8	Modular Methods.	Following Instructions in Language	FILM: Following Instructions in Language with Modular Methods.
8			The Evolution of Uncertainty of Learning in Games.
7			Explainable GNN-Based Models over Knowledge Graphs.
11	entity mention attention.	incorporating textual knowledge into Transformers	Mention Memory: incorporating textual knowledge into Transformers through entity mention attention.
10	Bi-level Optimization.	Shape Reconstruction	Training Data Generating Networks: Shape Reconstruction via Bi-level Optimization.
4			Monotonic Differentiable Sorting Networks.
7	Crowdsourcing Human Demonstrations	Offline Learning.	CrowdPlay: Crowdsourcing Human Demonstrations for Offline Learning.
7	Model Agnostic Interpretability	Multiple Instance Learning.	Model Agnostic Interpretability for Multiple Instance Learning.
6			FastSHAP: Real-Time Shapley Value Estimation.
8			When, Why, and Which Pretrained GANs Are Useful?
12	over-parameterization.	A global convergence theory for deep ReLU implicit networks	A global convergence theory for deep ReLU implicit networks via over-parameterization.
9			Learnability Lock: Authorized Learnability Control Through Adversarial Invertible Transformations.
11	Class-conditional-sharing Clients.	Federated Learning from Only Unlabeled Data	Federated Learning from Only Unlabeled Data with Class-conditional-sharing Clients.
9			Transformer Embeddings of Irregularly Spaced Events and Their Participants.
5			Fast Model Editing at Scale.
14	Skewed Hessian Spectrums.	Optimal Learning Rate Schedule for SGD on Quadratic Objectives	Eigencurve: Optimal Learning Rate Schedule for SGD on Quadratic Objectives with Skewed Hessian Spectrums.
11	An Autoregressive Flow Model	3D Molecular Geometry Generation from Scratch.	An Autoregressive Flow Model for 3D Molecular Geometry Generation from Scratch.
6			On Incorporating Inductive Biases into VAEs.
12	Tools.	Skill Abstraction from Differentiable Physics for Deformable Object Manipulations	DiffSkill: Skill Abstraction from Differentiable Physics for Deformable Object Manipulations with Tools.
7			On the Existence of Universal Lottery Tickets.
8	3D Geometry.	Pre-training Molecular Graph Representation	Pre-training Molecular Graph Representation with 3D Geometry.
10			PER-ETD: A Polynomially Efficient Emphatic Temporal Difference Learning Method.
7	Stochastic Experts.	Taming Sparsely Activated Transformer	Taming Sparsely Activated Transformer with Stochastic Experts.
9	Hierarchical Variational Memory	Few-shot Learning Across Domains.	Hierarchical Variational Memory for Few-shot Learning Across Domains.
10	Masked Multimodal Cluster Prediction.	Learning Audio-Visual Speech Representation	Learning Audio-Visual Speech Representation by Masked Multimodal Cluster Prediction.
10			An Explanation of In-context Learning as Implicit Bayesian Inference.
6	Differentiable Scaffolding Tree	Molecule Optimization.	Differentiable Scaffolding Tree for Molecule Optimization.
10	Truncated Heavy-tailed Noise.	Eliminating Sharp Minima from SGD	Eliminating Sharp Minima from SGD with Truncated Heavy-tailed Noise.
14			Learning Fast, Learning Slow: A General Continual Learning Method based on Complementary Learning System.
11	Chained Algorithms	Near-optimal Communication Cost in Federated Learning.	FedChain: Chained Algorithms for Near-optimal Communication Cost in Federated Learning.
9	Generalization in Federated Learning?	What Do We Mean	What Do We Mean by Generalization in Federated Learning?
10	Provable Benefits.	Frequency-aware SGD for Efficient Embedding Learning	Frequency-aware SGD for Efficient Embedding Learning with Provable Benefits.
12	Power-Law Priors and Targets.	Learning Curves for Gaussian Process Regression	Learning Curves for Gaussian Process Regression with Power-Law Priors and Targets.
6	Wasserstein distance.	Fast topological clustering	Fast topological clustering with Wasserstein distance.
6			Autonomous Reinforcement Learning: Formalism and Benchmarking.
8	A Source Term.	Graph Neural Diffusion	GRAND++: Graph Neural Diffusion with A Source Term.
10	Case-based reasoning	better generalization in textual reinforcement learning.	Case-based reasoning for better generalization in textual reinforcement learning.
4			Neural Deep Equilibrium Solvers.
17			A Theoretical Analysis on Feature Learning in Neural Networks: Emergence from Inputs and Advantage over Fixed Features.
10	Class-wise Automatic Differentiable Data Augmentation	EEG Signals.	CADDA: Class-wise Automatic Differentiable Data Augmentation for EEG Signals.
9			Label Leakage and Protection in Two-party Split Learning.
9			Semi-relaxed Gromov-Wasserstein divergence and applications on graphs.
10	an Extensible Relational Representation.	Flexible Modeling of Code	CodeTrek: Flexible Modeling of Code using an Extensible Relational Representation.
8	Recurrent Intensity Modeling.	Bridging Recommendation and Marketing	Bridging Recommendation and Marketing via Recurrent Intensity Modeling.
6	Learning to Hash.	Sparse Attention	Sparse Attention with Learning to Hash.
9			Controlling the Complexity and Lipschitz Constant improves Polynomial Nets.
12			Finding an Unsupervised Image Segmenter in each of your Deep Generative Models.
11	Score-Based Generative Models.	Solving Inverse Problems in Medical Imaging	Solving Inverse Problems in Medical Imaging with Score-Based Generative Models.
12	Bilateral Denoising Diffusion Models	Fast and High-Quality Speech Synthesis.	BDDM: Bilateral Denoising Diffusion Models for Fast and High-Quality Speech Synthesis.
11	Sample Efficient Stochastic Policy Extragradient Algorithm	Zero-Sum Markov Game.	Sample Efficient Stochastic Policy Extragradient Algorithm for Zero-Sum Markov Game.
7			The Uncanny Similarity of Recurrence and Depth.
9	Implicit Bias of Adversarial Training	Deep Neural Networks.	Implicit Bias of Adversarial Training for Deep Neural Networks.
9			Mastering Visual Continuous Control: Improved Data-Augmented Reinforcement Learning.
10	User Beliefs for Bayesian Optimization.	Augmenting Acquisition Functions	$\pi$BO: Augmenting Acquisition Functions with User Beliefs for Bayesian Optimization.
10	A Generalized Weighted Optimization Method	Computational Learning and Inversion.	A Generalized Weighted Optimization Method for Computational Learning and Inversion.
12			DriPP: Driven Point Processes to Model Stimuli Induced Patterns in M/EEG Signals.
8	Stiffness-aware neural network	learning Hamiltonian systems.	Stiffness-aware neural network for learning Hamiltonian systems.
12	Contrastive Learning of Disentangled Seasonal-Trend Representations	Time Series Forecasting.	CoST: Contrastive Learning of Disentangled Seasonal-Trend Representations for Time Series Forecasting.
10	a Split MLP Architecture.	Accelerating Implicit Neural Representation	CoordX: Accelerating Implicit Neural Representation with a Split MLP Architecture.
9			Plant 'n' Seek: Can You Find the Winning Ticket?
11	Coherence-based Label Propagation over Time Series	Accelerated Active Learning.	Coherence-based Label Propagation over Time Series for Accelerated Active Learning.
12			A Class of Short-term Recurrence Anderson Mixing Methods and Their Applications.
11			The Geometry of Memoryless Stochastic Policy Optimization in Infinite-Horizon POMDPs.
