len	idea	target	title
10	End-to-End Reconstruction-Classification Learning	Face Forgery Detection	End-to-End Reconstruction-Classification Learning for Face Forgery Detection
10	Shuffled Style Assembly for Face Anti-Spoofing	Domain Generalization	Domain Generalization via Shuffled Style Assembly for Face Anti-Spoofing
9	Privacy-preserving Online AutoML	Domain-Specific Face Detection	Privacy-preserving Online AutoML for Domain-Specific Face Detection
7			Simulated Adversarial Testing of Face Recognition Models
11	Cyclical Self-Regulation for Face Parsing	Decoupled Multi-task Learning	Decoupled Multi-task Learning with Cyclical Self-Regulation for Face Parsing
12	An Adaptive Confidence Margin	Towards Semi-Supervised Deep Facial Expression Recognition	Towards Semi-Supervised Deep Facial Expression Recognition with An Adaptive Confidence Margin
8	Cascaded Transformers	Towards Accurate Facial Landmark Detection	Towards Accurate Facial Landmark Detection via Cascaded Transformers
10	Temporal Difference Transformer	Facial Video-based Physiological Measurement	PhysFormer: Facial Video-based Physiological Measurement with Temporal Difference Transformer
7			GazeOnce: Real-Time Multi-Person Gaze Estimation
6	Rotation Consistency	Generalizing Gaze Estimation	Generalizing Gaze Estimation with Rotation Consistency
6	Geometrically Consistent Shadows	Face Relighting	Face Relighting with Geometrically Consistent Shadows
7			HairMapper: Removing Hair from Portraits Using GANs
11			Learning to Restore 3D Face from In-the-Wild Degraded Images
8			Semi-Supervised Semantic Segmentation Using Unreliable Pseudo-Labels
10	Perturbed and Strict Mean Teachers	Semi-supervised Semantic Segmentation	Perturbed and Strict Mean Teachers for Semi-supervised Semantic Segmentation
10	Make Self-trainingWork Better	Semi-supervised Semantic Segmentation	ST++: Make Self-trainingWork Better for Semi-supervised Semantic Segmentation
16	Semantic Knowledge Transfer and Self-Refinement	Weakly-Supervised Instance Segmentation	Beyond Semantic to Instance Segmentation: Weakly-Supervised Instance Segmentation via Semantic Knowledge Transfer and Self-Refinement
11	Self-supervised Image-specific Prototype Exploration	Weakly Supervised Semantic Segmentation	Self-supervised Image-specific Prototype Exploration for Weakly Supervised Semantic Segmentation
10	Regional Semantic Contrast and Aggregation	Weakly Supervised Semantic Segmentation	Regional Semantic Contrast and Aggregation for Weakly Supervised Semantic Segmentation
9	Multi-class Token Transformer	Weakly Supervised Semantic Segmentation	Multi-class Token Transformer for Weakly Supervised Semantic Segmentation
9	Pixel-to-Prototype Contrast	Weakly Supervised Semantic Segmentation	Weakly Supervised Semantic Segmentation by Pixel-to-Prototype Contrast
16	Manipulating the Activation	the Robust and Accurate Segmentation Model Against Thresholds	Threshold Matters in WSSS: Manipulating the Activation for the Robust and Accurate Segmentation Model Against Thresholds
6			Novel Class Discovery in Semantic Segmentation
8			Pin the Memory: Learning to Generalize Semantic Segmentation
12	Integrating Shallow and Deep Networks	Efficient Ultra-high Resolution Segmentation	ISDNet: Integrating Shallow and Deep Networks for Efficient Ultra-high Resolution Segmentation
8			Incremental Learning in Semantic Segmentation from Image Labels
8	Mask-supervised Polygonal Boundary Transformers	Instance Segmentation	Instance Segmentation with Mask-supervised Polygonal Boundary Transformers
13	A Contour-based Boundary Refinement Approach	Efficient and Accurate Instance Segmentation	SharpContour: A Contour-based Boundary Refinement Approach for Efficient and Accurate Instance Segmentation
10	Pixel Embeddings	Sparse Object-level Supervision for Instance Segmentation	Sparse Object-level Supervision for Instance Segmentation with Pixel Embeddings
7	Mask Transfiner	High-Quality Instance Segmentation	Mask Transfiner for High-Quality Instance Segmentation
12			Open-World Instance Segmentation: Exploiting Pseudo Ground Truth From Learned Pairwise Affinity
8	Sparse Instance Activation	Real-Time Instance Segmentation	Sparse Instance Activation for Real-Time Instance Segmentation
15	An End-to-End Contour-based Method	High-Quality High-Speed Instance Segmentation	E2EC: An End-to-End Contour-based Method for High-Quality High-Speed Instance Segmentation
3			Hyperbolic Image Segmentation
10	Preserving Class Probability Information	Resurrection of Auxiliary Loss	SeeThroughNet: Resurrection of Auxiliary Loss by Preserving Class Probability Information
8	Class Distribution Guided Network	Human Parsing	CDGNet: Class Distribution Guided Network for Human Parsing
10	Cross Language Image Matching	Weakly Supervised Semantic Segmentation	CLIMS: Cross Language Image Matching for Weakly Supervised Semantic Segmentation
4			Sparse Non-local CRF
6			Detecting Camouflaged Object in Frequency Domain
7	Embedded CNN	Progressive Minimal Path Method	Progressive Minimal Path Method with Embedded CNN
8	Character-Context Decoupling	Open-Set Text Recognition	Open-Set Text Recognition via Character-Context Decoupling
8	Neural Collaborative Graph Machines	Table Structure Recognition	Neural Collaborative Graph Machines for Table Structure Recognition
7	Grid Regularization	Revisiting Document Image Dewarping	Revisiting Document Image Dewarping by Grid Regularization
8	Syntax-Aware Network	Handwritten Mathematical Expression Recognition	Syntax-Aware Network for Handwritten Mathematical Expression Recognition
14	Feature Sampling and Grouping	Scene Text Detection	Few Could Be Better Than All: Feature Sampling and Grouping for Scene Text Detection
9	Fourier Document Restoration	Robust Document Dewarping and Recognition	Fourier Document Restoration for Robust Document Dewarping and Recognition
11			XYLayoutLM: Towards Layout-Aware Multimodal Networks For Visually-Rich Document Understanding
13	Better Synergy between Text Detection and Text Recognition	Scene Text Spotting	SwinTextSpotter: Scene Text Spotting via Better Synergy between Text Detection and Text Recognition
10	a Multi-Task Transformer	Towards Weakly-Supervised Text Spotting	Towards Weakly-Supervised Text Spotting using a Multi-Task Transformer
6	Transformers	Table Structure Understanding	TableFormer: Table Structure Understanding with Transformers
9	Scene Text for Fine-Grained Recognition	Knowledge Mining	Knowledge Mining with Scene Text for Fine-Grained Recognition
9			PubTables-1M: Towards comprehensive table extraction from unstructured documents
7	Focal and Global Knowledge Distillation	Detectors	Focal and Global Knowledge Distillation for Detectors
11	Patch Arrangement	Speed up Object Detection on Gigapixel-level Images	Speed up Object Detection on Gigapixel-level Images with Patch Arrangement
14			Training Object Detectors from Scratch: An Empirical Study in the Era of Vision Transformer
7	Neighbor Consistency for Noisy Labels	Learning	Learning with Neighbor Consistency for Noisy Labels
8	Meta Convolutional Neural Networks	Single Domain Generalization	Meta Convolutional Neural Networks for Single Domain Generalization
13	Dual Cross-Attention Learning	Fine-Grained Visual Categorization and Object Re-Identification	Dual Cross-Attention Learning for Fine-Grained Visual Categorization and Object Re-Identification
8	Geometry-Aware Guided Loss	Deep Crack Recognition	Geometry-Aware Guided Loss for Deep Crack Recognition
10			Segment, Magnify and Reiterate: Detecting Camouflaged Objects the Hard Way
4			Dynamic Sparse R-CNN
8	Deep Hybrid Models	Out-of-Distribution Detection	Deep Hybrid Models for Out-of-Distribution Detection
13	Searching Generalized Margin-based Softmax Loss Function	Person Re-identification	AutoLoss-GMS: Searching Generalized Margin-based Softmax Loss Function for Person Re-identification
10	Feature Erasing and Diffusion Network	Occluded Person Re-Identification	Feature Erasing and Diffusion Network for Occluded Person Re-Identification
11	Partial Annotations using Class-aware Selective Loss	Multi-label Classification	Multi-label Classification with Partial Annotations using Class-aware Selective Loss
8	Box-Attention	2D and 3D Transformers	BoxeR: Box-Attention for 2D and 3D Transformers
10	Label Ambiguity	Multi-label Iterated Learning for Image Classification	Multi-label Iterated Learning for Image Classification with Label Ambiguity
5	Deformable Attention	Vision Transformer	Vision Transformer with Deformable Attention
9	Improved Multiscale Vision Transformers	Classification and Detection	MViTv2: Improved Multiscale Vision Transformers for Classification and Detection
7			Dense Learning based Semi-Supervised Object Detection
7	Randomized Decision Routing	Object Detection	R(Det)2: Randomized Decision Routing for Object Detection
14	Global, Local and Intrinsic based Dense Embedding NETwork	Multi-category Attributes Prediction	GlideNet: Global, Local and Intrinsic based Dense Embedding NETwork for Multi-category Attributes Prediction
8	Self-Supervised Equivariant Learning	Oriented Keypoint Detection	Self-Supervised Equivariant Learning for Oriented Keypoint Detection
12	Label Relation Graphs Enhanced Hierarchical Residual Network	Hierarchical Multi-Granularity Classification	Label Relation Graphs Enhanced Hierarchical Residual Network for Hierarchical Multi-Granularity Classification
7			Object Localization under Single Coarse Point Supervision
8	Rethinking Visual Geo-localization	Large-Scale Applications	Rethinking Visual Geo-localization for Large-Scale Applications
13			Whose Hands are These? Hand Detection and Hand-Body Association in the Wild
14	Cloning Outfits from Real-World Images to 3D Characters	Generalizable Person Re-Identification	Cloning Outfits from Real-World Images to 3D Characters for Generalizable Person Re-Identification
4			Towards Unsupervised Domain Generalization
8	Virtual-logit Matching	Out-Of-Distribution	ViM: Out-Of-Distribution with Virtual-logit Matching
10			Vision Transformer Slimming: Multi-Dimension Searching in Continuous Optimization Space
12	Generalized Straight-Through Estimation	Towards Accurate Quantization	Nonuniform-to-Uniform Quantization: Towards Accurate Quantization via Generalized Straight-Through Estimation
11	Entity Prompts	Video-and-Language Pre-training	Align and Prompt: Video-and-Language Pre-training with Entity Prompts
10	Language-Bridged Spatial-Temporal Interaction	Referring Video Object Segmentation	Language-Bridged Spatial-Temporal Interaction for Referring Video Object Segmentation
8	Language as Queries	Referring Video Object Segmentation	Language as Queries for Referring Video Object Segmentation
10	Multimodal Transformers	End-to-End Referring Video Object Segmentation	End-to-End Referring Video Object Segmentation with Multimodal Transformers
12	Semantic Alignment for Referring Video Object Segmentation	Multi-Level Representation Learning	Multi-Level Representation Learning with Semantic Alignment for Referring Video Object Segmentation
11	Cross-Modal Language-Video Attention	Text-Video Retrieval	X-Pool: Cross-Modal Language-Video Attention for Text-Video Retrieval
9	Differentiable Weak Temporal Alignment	Video-Text Representation Learning	Video-Text Representation Learning via Differentiable Weak Temporal Alignment
13	A Scalable Dataset	Language Grounding in Videos from Movie Audio Descriptions	MAD: A Scalable Dataset for Language Grounding in Videos from Movie Audio Descriptions
11	Large-Scale Video Transcriptions	Advancing High-Resolution Video-Language Representation	Advancing High-Resolution Video-Language Representation with Large-Scale Video Transcriptions
7	Measuring Compositional Consistency	Video Question Answering	Measuring Compositional Consistency for Video Question Answering
9	Exploring Simulated Environments	Visual Question Answering	Sim VQA: Exploring Simulated Environments for Visual Question Answering
11			Transform-Retrieve-Generate: Natural Language-Centric Outside-Knowledge Visual Question Answering
14			SwapMix: Diagnosing and Regularizing the Over-Reliance on Visual Context in Visual Question Answering
12	Multimodal Knowledge Extraction and Accumulation	Knowledge-based Visual Question Answering	MuKEA: Multimodal Knowledge Extraction and Accumulation for Knowledge-based Visual Question Answering
8			Maintaining Reasoning Consistency in Compositional Visual Question Answering
6			MLSLT: Towards Multilingual Sign Language Translation
11	A Simple Multi-Modality Transfer Learning Baseline	Sign Language Translation	A Simple Multi-Modality Transfer Learning Baseline for Sign Language Translation
7			C2SLR: Consistency-enhanced Continuous Sign Language Recognition
16	Learning to Co-Articulate Signs	Large-Scale Photo-Realistic Sign Language Production	Signing at Scale: Learning to Co-Articulate Signs for Large-Scale Photo-Realistic Sign Language Production
9			Generating Diverse and Natural 3D Human Motions from Text
8			Sub-word Level Lip Reading With Visual Attention
12			Habitat-Web: Learning Embodied Object-Search Strategies from Human Demonstrations at Scale
10	Vision and Scene Text Aggregation	Cross-Modal Retrieval	ViSTA: Vision and Scene Text Aggregation for Cross-Modal Retrieval
6	Querybank Normalisation	Cross Modal Retrieval	Cross Modal Retrieval with Querybank Normalisation
3			Prompt Distribution Learning
6	Visual Hallucination	Machine Translation	VALHALLA: Visual Hallucination for Machine Translation
11	Parameter-Efficient Transfer Learning	Vision-and-Language Tasks	VL-ADAPTER: Parameter-Efficient Transfer Learning for Vision-and-Language Tasks
10	Probing Vision and Language Models	Visio-Linguistic Compositionality	Winoground: Probing Vision and Language Models for Visio-Linguistic Compositionality
7			MixFormer: Mixing Features across Windows and Dimensions
8	Transformer	Recurrent Glimpse-based Decoder for Detection	Recurrent Glimpse-based Decoder for Detection with Transformer
6			Mobile-Former: Bridging MobileNet and Transformer
9	Learning a Bridge Across Domains	Unsupervised Domain Generalization	Unsupervised Domain Generalization by Learning a Bridge Across Domains
10	Semantic-complete Graph Matching	Domain Adaptive Object Detection	SIGMA: Semantic-complete Graph Matching for Domain Adaptive Object Detection
11	Target-Relevant Knowledge Preservation	Multi-Source Domain Adaptive Object Detection	Target-Relevant Knowledge Preservation for Multi-Source Domain Adaptive Object Detection
10	Probabilistic Noise Prediction	Robust Learning from Noisy Labels	PNP: Robust Learning from Noisy Labels by Probabilistic Noise Prediction
8	Fully Cross-Transformer	Few-Shot Object Detection	Few-Shot Object Detection with Fully Cross-Transformer
9	Task Discrepancy Maximization	Fine-grained Few-Shot Classification	Task Discrepancy Maximization for Fine-grained Few-Shot Classification
8	Leveraging Self-Supervision	Cross-Domain Crowd Counting	Leveraging Self-Supervision for Cross-Domain Crowd Counting
16	Semantic and Spatial Refined Transformer	detecting human-object interactions	What to look at and where: Semantic and Spatial Refined Transformer for detecting human-object interactions
8			AdaMixer: A Fast-Converging Query-Based Object Detector
5	Correlation Verification	Image Retrieval	Correlation Verification for Image Retrieval
7	Real-time Object Detection	Streaming Perception	Real-time Object Detection for Streaming Perception
5			Deep Visual Geo-localization Benchmark
8	Latent Space Rendering	Unified 2D/3D Recognizer	RendNet: Unified 2D/3D Recognizer with Latent Space Rendering
11	Depth Completion	Towards High Quality 3D Detection	Sparse Fuse Dense: Towards High Quality 3D Detection with Depth Completion
8	Focal Sparse Convolutional Networks	3D Object Detection	Focal Sparse Convolutional Networks for 3D Object Detection
7			Point-NeRF: Point-based Neural Radiance Fields
9	Fusing Radiance Fields	Large-Scale Scene Reconstruction	NeRFusion: Fusing Radiance Fields for Large-Scale Scene Reconstruction
11	Super-fast Convergence	Radiance Fields Reconstruction	Direct Voxel Grid Optimization: Super-fast Convergence for Radiance Fields Reconstruction
9			Mip-NeRF 360: Unbounded Anti-Aliased Neural Radiance Fields
11	Regularizing Neural Radiance Fields	View Synthesis from Sparse Inputs	RegNeRF: Regularizing Neural Radiance Fields for View Synthesis from Sparse Inputs
10	Structured View-Dependent Appearance	Neural Radiance Fields	Ref-NeRF: Structured View-Dependent Appearance for Neural Radiance Fields
6			Plenoxels: Radiance Fields without Neural Networks
9	the Manhattan-world Assumption	Neural 3D Scene Reconstruction	Neural 3D Scene Reconstruction with the Manhattan-world Assumption
8			Neural 3D Video Synthesis from Multi-view Video
6			Learning to Solve Hard Minimal Problems
10	Learning a Structured Latent Space	Unsupervised Point Cloud Completion	Learning a Structured Latent Space for Unsupervised Point Cloud Completion
11			Lepard: Learning partial point cloud matching in rigid and deformable scenes
12	Optimizing Neural SDFs and Materials from Photometric Images	Inverse Rendering	IRON: Inverse Rendering by Optimizing Neural SDFs and Materials from Photometric Images
13	Learning Multi-View Aggregation In the Wild	Large-Scale 3D Semantic Segmentation	Learning Multi-View Aggregation In the Wild for Large-Scale 3D Semantic Segmentation
8			HyperDet3D: Learning a Scene-conditioned 3D Object Detector
11	Keypoint Transporter	3D Reconstruction of Deformable Objects in Videos	KeyTr: Keypoint Transporter for 3D Reconstruction of Deformable Objects in Videos
9			SelfRecon: Self Reconstruction Your Digital Avatar from Monocular Video
9			Ditto: Building Digital Twins of Articulated Objects from Interaction
6	Bijective Mapping Network	Shadow Removal	Bijective Mapping Network for Shadow Removal
9			Toward Fast, Flexible, and Robust Low-Light Image Enhancement
16	a fully unsupervised framework	learning to image from noisy and partial measurements	Robust Equivariant Imaging: a fully unsupervised framework for learning to image from noisy and partial measurements
13			Details or Artifacts: A Locally Discriminative Learning Approach to Realistic Image Super-Resolution
11	Dual Adversarial Adaptation	Cross-Device Real-World Image Super-Resolution	Dual Adversarial Adaptation for Cross-Device Real-World Image Super-Resolution
13	Arbitrary Projection via Continuous Spherical Image Representation	360° Image Super-Resolution	SphereSR: 360° Image Super-Resolution with Arbitrary Projection via Continuous Spherical Image Representation
8	Learning Trajectory-Aware Transformer	Video Super-Resolution	Learning Trajectory-Aware Transformer for Video Super-Resolution
10	Discrete Cosine Transform Network	Guided Depth Map Super-Resolution	Discrete Cosine Transform Network for Guided Depth Map Super-Resolution
9	Generative Prior Reciprocated Invertible Representations	Faithful Extreme Rescaling	Faithful Extreme Rescaling via Generative Prior Reciprocated Invertible Representations
13	Unevenly Grouped Space-Channel Contextual Adaptive Coding	Efficient Learned Image Compression	ELIC: Efficient Learned Image Compression with Unevenly Grouped Space-Channel Contextual Adaptive Coding
8	Efficient Transformer	High-Resolution Image Restoration	Restormer: Efficient Transformer for High-Resolution Image Restoration
8	Deep Rectangling	A Learning Baseline	Deep Rectangling for Image Stitching: A Learning Baseline
3			Parametric Scattering Networks
5			Burst Image Restoration and Enhancement
7	Multi-Axis MLP	Image Processing	MAXIM: Multi-Axis MLP for Image Processing
5			Event-aided Direct Sparse Odometry
13	Bidirectional Camera-LiDAR Fusion	Joint Optical Flow and Scene Flow Estimation	CamLiFlow: Bidirectional Camera-LiDAR Fusion for Joint Optical Flow and Scene Flow Estimation
20	Target-aware Dual Adversarial Learning and a Multi-scenario Multi-Modality Benchmark to Fuse Infrared and Visible	Object Detection	Target-aware Dual Adversarial Learning and a Multi-scenario Multi-Modality Benchmark to Fuse Infrared and Visible for Object Detection
9	Transmission-Aware 3D Position Embedding	Image Dehazing Transformer	Image Dehazing Transformer with Transmission-Aware 3D Position Embedding
8			Unsupervised Deraining: Where Contrastive Learning Meets Self-similarity
10	Test-time Training	Towards Multi-domain Single Image Dehazing	Towards Multi-domain Single Image Dehazing via Test-time Training
11	Physically Disentangled Intra- and Inter-domain Adaptation	Varicolored Haze Removal	Physically Disentangled Intra- and Inter-domain Adaptation for Varicolored Haze Removal
14	Incorporating Semi-Supervised and Positive-Unlabeled Learning	Boosting Full Reference Image Quality Assessment	Incorporating Semi-Supervised and Positive-Unlabeled Learning for Boosting Full Reference Image Quality Assessment
16	Multi-Level Cross-Channel Entropy Model in the DCT Domain	Practical Learned Lossless JPEG Recompression	Practical Learned Lossless JPEG Recompression with Multi-Level Cross-Channel Entropy Model in the DCT Domain
8	Neural Compression-Based Feature Learning	Video Restoration	Neural Compression-Based Feature Learning for Video Restoration
9	Bi-directional Object-Context Prioritization Learning	Saliency Ranking	Bi-directional Object-Context Prioritization Learning for Saliency Ranking
12	Retinex-based Deep Unfolding Network	Low-light Image Enhancement	URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement
13	A Text Attention Network	Spatial Deformation Robust Scene Text Image Super-resolution	A Text Attention Network for Spatial Deformation Robust Scene Text Image Super-resolution
11	Hyperprior-Guided Mode Prediction	Coarse-To-Fine Deep Video Coding	Coarse-To-Fine Deep Video Coding with Hyperprior-Guided Mode Prediction
8	Task Decoupled Framework	Reference-based Super-Resolution	Task Decoupled Framework for Reference-based Super-Resolution
6	Learning Semantic Associations	Mirror Detection	Learning Semantic Associations for Mirror Detection
9	Partial Sketches	Mask-Free Local Image Manipulation	SketchEdit: Mask-Free Local Image Manipulation with Partial Sketches
8			Investigating Tradeoffs in Real-World Video Super-Resolution
10	Enhanced Propagation and Alignment	Improving Video Super-Resolution	BasicVSR++: Improving Video Super-Resolution with Enhanced Propagation and Alignment
10	Inertia-Guided Flow Completion and Style Fusion	Video Inpainting	Inertia-Guided Flow Completion and Style Fusion for Video Inpainting
10	Joint Global and Local Hierarchical Priors	Learned Image Compression	Joint Global and Local Hierarchical Priors for Learned Image Compression
6			Reflash Dropout in Image Super-Resolution
13			Towards Robust Rain Removal Against Adversarial Attacks: A Comprehensive Benchmark Analysis and Beyond
6			Dreaming to Prune Image Deraining Networks
10	Frequency Decomposition Network	Learned Lossless Image Compression	LC-FDNet: Learned Lossless Image Compression with Frequency Decomposition Network
8	Exposure Normalization and Compensation	Multiple-Exposure Correction	Exposure Normalization and Compensation for Multiple-Exposure Correction
6	Revisiting Temporal Alignment	Video Restoration	Revisiting Temporal Alignment for Video Restoration
8			LSVC: A Learning-based Stereo Video Compression Framework
8			Learning based Multi-modality Image and Video Compression
17	Image Context for Real-Time Vanishing Point Detection in Manhattan World	Transformer Based Line Segment Classifier	Transformer Based Line Segment Classifier with Image Context for Real-Time Vanishing Point Detection in Manhattan World
10			Deep vanishing point detection: Geometric priors make dataset variations vanish
11			Stereo Depth from Events Cameras: Concentrate and Focus on the Future
8	Volumetric Bundle Adjustment	Online Photorealistic Scene Capture	Volumetric Bundle Adjustment for Online Photorealistic Scene Capture
4			Neural Volumetric Object Selection
12	Learning a Hybrid Neural Volumetric Representation	Dynamic Hair Performance Capture	HVH: Learning a Hybrid Neural Volumetric Representation for Dynamic Hair Performance Capture
8			NeuralHOFusion: Neural Volumetric Rendering under Human-object Interactions
11	Bi-level Neural Volume Fusion	Dense 3D Reconstruction	BNV-Fusion: Dense 3D Reconstruction using Bi-level Neural Volume Fusion
7	Input-level Inductive Biases	3D Reconstruction	Input-level Inductive Biases for 3D Reconstruction
8	Neural Deferred Shading	Multi-View Mesh Reconstruction	Multi-View Mesh Reconstruction with Neural Deferred Shading
8	Style Transfer	Indoor 3D Scene Reconstructions	StyleMesh: Style Transfer for Indoor 3D Scene Reconstructions
8	RGB-Depth Fusion GAN	Indoor Depth Completion	RGB-Depth Fusion GAN for Indoor Depth Completion
11			PlanarRecon: Realtime 3D Plane Detection and Reconstruction from Posed Monocular Videos
13			Scene Representation Transformer: Geometry-Free Novel View Synthesis Through Set-Latent Scene Representations
8	Sparse Representation	Transformer-based Shape Completion	ShapeFormer: Transformer-based Shape Completion via Sparse Representation
7	Transformers	Image Guided Depth Completion	GuideFormer: Transformers for Image Guided Depth Completion
8	patch warping	Improving neural implicit surfaces geometry	Improving neural implicit surfaces geometry with patch warping
9	Critical Regularizations	Neural Surface Reconstruction in the Wild	Critical Regularizations for Neural Surface Reconstruction in the Wild
10	A Semi-Implicit Surface Representation	3D Reconstruction	Gradient-SDF: A Semi-Implicit Surface Representation for 3D Reconstruction
5			Neural RGB-D Surface Reconstruction
6	Point Convolution	Surface Reconstruction	POCO: Point Convolution for Surface Reconstruction
10	On-Surface Priors	Reconstructing Surfaces for Sparse Point Clouds	Reconstructing Surfaces for Sparse Point Clouds with On-Surface Priors
10	Learning Predictive Context Priors	Surface Reconstruction from Point Clouds	Surface Reconstruction from Point Clouds by Learning Predictive Context Priors
11	Deep Embedding Alignment	Dynamic 3D Point Cloud Interpolation	IDEA-Net: Dynamic 3D Point Cloud Interpolation via Deep Embedding Alignment
8	Novel Transformation Decomposition	Deterministic Point Cloud Registration	Deterministic Point Cloud Registration via Novel Transformation Decomposition
9			Global-Aware Registration of Less-Overlap RGB-D Scans
10			Finding Good Configurations of Planar Primitives in Unorganized Point Clouds
16	Reliable Voted Pseudo Labels	Self-Supervised Global-Local Structure Modeling for Point Cloud Domain Adaptation	Self-Supervised Global-Local Structure Modeling for Point Cloud Domain Adaptation with Reliable Voted Pseudo Labels
13	Exploiting the Radial Symmetry of Point Cloud	Azimuth-Normalized 3D Perception	AziNorm: Exploiting the Radial Symmetry of Point Cloud for Azimuth-Normalized 3D Perception
11	Warping Multiple Uniform Priors	Adversarial 3D Point Cloud Generation	WarpingGAN: Warping Multiple Uniform Priors for Adversarial 3D Point Cloud Generation
13	Forward Propagation, Backward Regression, and Pose Association	Hand Tracking in the Wild	Forward Propagation, Backward Regression, and Pose Association for Hand Tracking in the Wild
11	Neural Motion Control	Physically Plausible Human Motion Capture	Neural MoCon: Neural Motion Control for Physically Plausible Human Motion Capture
9	Physical Correction for Human Motion Prediction	Augmentation	MotionAug: Augmentation with Physical Correction for Human Motion Prediction
14	Progressively Generating Better Initial Guesses Towards Next Stages	High-Quality Human Motion Prediction	Progressively Generating Better Initial Guesses Towards Next Stages for High-Quality Human Motion Prediction
9	Spatio-Temporal Gating-Adjacency GCN	Human Motion Prediction	Spatio-Temporal Gating-Adjacency GCN for Human Motion Prediction
6			Motron: Multimodal Probabilistic Human Motion Forecasting
6	Momentary Observation	Human Trajectory Prediction	Human Trajectory Prediction with Momentary Observation
9	Non-Probability Sampling Network	Stochastic Human Trajectory Prediction	Non-Probability Sampling Network for Stochastic Human Trajectory Prediction
7			Remember Intentions: Retrospective-Memory-based Trajectory Prediction
11	Relational Reasoning	Multiscale Hypergraph Neural Networks for Trajectory Prediction	GroupNet: Multiscale Hypergraph Neural Networks for Trajectory Prediction with Relational Reasoning
8	Multiscale Contrastive Random Walks	Learning Pixel Trajectories	Learning Pixel Trajectories with Multiscale Contrastive Random Walks
6	Transferable GNN	Adaptive Trajectory Prediction	Adaptive Trajectory Prediction via Transferable GNN
5	Neural Prior	Trajectory Estimation	Neural Prior for Trajectory Estimation
9			M2I: From Factored Marginal Trajectory Prediction to Interactive Prediction
10	How many Observations are Enough? Knowledge Distillation	Trajectory Forecasting	How many Observations are Enough? Knowledge Distillation for Trajectory Forecasting
10			ATPFL: Automatic Trajectory Prediction Model Design under Federated Learning Framework
15	Affinity-based Trajectory Prediction	Whose Track Is It Anyway? Improving Robustness to Tracking Errors	Whose Track Is It Anyway? Improving Robustness to Tracking Errors with Affinity-based Trajectory Prediction
5	Convolutions	Spatial Interaction Modeling	Convolutions for Spatial Interaction Modeling
9			Style-ERD: Responsive and Coherent Online Motion Style Transfer
3			Neural Inertial Localization
9			RIO: Rotation-equivariance supervised learning of robust inertial odometry
13	Neural Homeomorphism	Learning Canonical Deformation Coordinate Space for Dynamic Surface Representation	CaDeX: Learning Canonical Deformation Coordinate Space for Dynamic Surface Representation via Neural Homeomorphism
17	Predicting Camera Elevation and Learning Normalizing Flows on 2D Poses	Unsupervised 3D Human Pose Estimation	ElePose: Unsupervised 3D Human Pose Estimation by Predicting Camera Elevation and Learning Normalizing Flows on 2D Poses
8	Projective Manifold Gradient Layer	Deep Rotation Regression	Projective Manifold Gradient Layer for Deep Rotation Regression
7			Multimodal Colored Point Cloud to Image Alignment
9	Efficient Correspondence Clustering	Multi-instance Point Cloud Registration	Multi-instance Point Cloud Registration by Efficient Correspondence Clustering
9	Transformers	End-to-end Point Cloud Correspondences	REGTR: End-to-end Point Cloud Correspondences with Transformers
8			Text2Pos: Text-to-Point-Cloud Cross-Modal Localization
9			BCOT: A Markerless High-Precision 3D Object Tracking Benchmark
16	Shape Alignment and Recovery Network	Category-level 6D Object Pose and Size Estimation	SAR-Net: Shape Alignment and Recovery Network for Category-level 6D Object Pose and Size Estimation
11			ES6D: A Computation Efficient and Symmetry-Aware 6D Pose Regression Framework
9	Coupled Iterative Refinement	6D Multi-Object Pose Estimation	Coupled Iterative Refinement for 6D Multi-Object Pose Estimation
11	Coarse to Fine Surface Encoding	6DoF Object Pose Estimation	ZebraPose: Coarse to Fine Surface Encoding for 6DoF Object Pose Estimation
14	Learnt Surface Embeddings	Dense and Continuous Correspondence Distributions for Object Pose Estimation	SurfEmb: Dense and Continuous Correspondence Distributions for Object Pose Estimation with Learnt Surface Embeddings
10			MetaPose: Fast 3D Pose from Multiple Views without 3D Supervision
15	Templates	Generalization to New Objects and Robustness to Occlusions	Templates for 3D Object Pose Estimation Revisited: Generalization to New Objects and Robustness to Occlusions
13	Geometry-guided Point-wise Voting	Category-level Object Pose Estimation	GPV-Pose: Category-level Object Pose Estimation via Geometry-guided Point-wise Voting
17			HSC4D: Human-centered 4D Scene Capture in Large-scale Indoor-outdoor Space Using Wearable IMUs and LiDAR
11	Object Viewpoint Encoding	Depth-based 6D Object Pose Estimation	OVE6D: Object Viewpoint Encoding for Depth-based 6D Object Pose Estimation
9			FS6D: Few-Shot 6D Pose Estimation of Novel Objects
9			OnePose: One-Shot Object Pose Estimation without CAD Models
10			OSOP: A Multi-Stage One Shot Object Pose Estimation Framework
6			DiffPoseNet: Direct Differentiable Camera Pose Estimation
15	Fusing Region and Depth	Highly Efficient 3D Tracking of Textureless Objects	Iterative Corresponding Geometry: Fusing Region and Depth for Highly Efficient 3D Tracking of Textureless Objects
11			CPPF: Towards Robust Category-Level 9D Pose Estimation in the Wild
7	Leveraging Equivariant Features	Absolute Pose Regression	Leveraging Equivariant Features for Absolute Pose Regression
