len	idea	target	title
13	Mixture Density for Novel View Synthesis from Sparse Inputs	Modeling a Ray	Modeling a Ray with Mixture Density for Novel View Synthesis from Sparse Inputs
7	Mobile Sensors	Long-term Visual Localization	Long-term Visual Localization with Mobile Sensors
6	Model Augmentation	Accelerating Dataset Distillation	Accelerating Dataset Distillation via Model Augmentation
10	Motion Blur	Hybrid Neural Rendering for Large-Scale Scenes	Hybrid Neural Rendering for Large-Scale Scenes with Motion Blur
9	Motion Diffusion in Latent Space	Executing your Commands	Executing your Commands via Motion Diffusion in Latent Space
15	Multi-Depth Seeds for 3D Object Detection	Fusing LiDAR and Camera at Multiple Scales	Fusing LiDAR and Camera at Multiple Scales with Multi-Depth Seeds for 3D Object Detection
6	Multi-Headed Distillation	Decentralized Learning	Decentralized Learning with Multi-Headed Distillation
9	Multi-Label Evidential Learning	Open Set Action Recognition	Open Set Action Recognition via Multi-Label Evidential Learning
10	Multi-level and Multi-view Images	Omnipotent City Understanding	Omnipotent City Understanding with Multi-level and Multi-view Images
13	Multi-modal Emotion Space Learning	High-fidelity Generalized Emotional Talking Face Generation	High-fidelity Generalized Emotional Talking Face Generation with Multi-modal Emotion Space Learning
10	Multimodal Masked Video Generation	Unifying Text-guided Video Completion	Unifying Text-guided Video Completion via Multimodal Masked Video Generation
8	Multimodal Models	Cross-Modal Few-Shot Learning	Cross-Modal Few-Shot Learning with Multimodal Models
8	Multimodal Prompting	Video and text adaptive CLIP	Video and text adaptive CLIP via Multimodal Prompting
11	Multimodal Prompts through Reinforcement Learning	Fusing Pre-trained Language Models	Fusing Pre-trained Language Models with Multimodal Prompts through Reinforcement Learning
9	Multi-Objective Optimisation	Black-Box Sparse Adversarial Attack	Black-Box Sparse Adversarial Attack via Multi-Objective Optimisation
15	Multi-Plane Disparities and Non-Uniform Coordinates	Implicit View-Time Interpolation of Stereo Videos	Implicit View-Time Interpolation of Stereo Videos using Multi-Plane Disparities and Non-Uniform Coordinates
13	Multiplane Feature Representations	Efficient View Synthesis and 3D-based Multi-Frame Denoising	Efficient View Synthesis and 3D-based Multi-Frame Denoising with Multiplane Feature Representations
6	Multi-Resolution Training	Scaling ViTs	Scaling ViTs with Multi-Resolution Training
8	Multiscale Directional Image Representation	Explaining Image Classifiers	Explaining Image Classifiers with Multiscale Directional Image Representation
12	Multi-Source Multimodal Knowledge Memory	Retrieval-Augmented Visual-Language Pre-Training	Retrieval-Augmented Visual-Language Pre-Training with Multi-Source Multimodal Knowledge Memory
13	Multi-view Consistent Training on Synthetic Data	3D-aware Facial Landmark Detection	3D-aware Facial Landmark Detection via Multi-view Consistent Training on Synthetic Data
10	Multi-View Image Blending	Boosting Light Field Super-Resolution	Boosting Light Field Super-Resolution via Multi-View Image Blending
18	Multi-View Image Super-Resolution for High-Resolution Novel View Synthesis	Cross-Guided Optimization of Radiance Fields	Cross-Guided Optimization of Radiance Fields with Multi-View Image Super-Resolution for High-Resolution Novel View Synthesis
13	Multi-View Projection and Direction Consistency	Weakly Supervised Monocular 3D Object Detection	Weakly Supervised Monocular 3D Object Detection using Multi-View Projection and Direction Consistency
6	Mutual Information Gradients	NeRF Shaping	NeRF Shaping with Mutual Information Gradients
9	Natural Language Specification	Joint Visual Grounding and Tracking	Joint Visual Grounding and Tracking with Natural Language Specification
11	Natural Prompts	Reliable and Imperceptible Adversarial Text-to-Image Generation	Reliable and Imperceptible Adversarial Text-to-Image Generation with Natural Prompts
10	Near-Field Indirect Illumination	Inverse Rendering for Reflectance Decomposition	Inverse Rendering for Reflectance Decomposition with Near-Field Indirect Illumination
10	Neighboring Correlation-Aware Noise Model	sRGB Real Noise Synthesizing	sRGB Real Noise Synthesizing with Neighboring Correlation-Aware Noise Model
10	NeRFs	3D-aware multi-class image-to-image translation	3D-aware multi-class image-to-image translation with NeRFs
7	Neural and Real Objects	Multisensory Learning	Multisensory Learning with Neural and Real Objects
9	Neural Fields	Panoptic Lifting for 3D Scene Understanding	Panoptic Lifting for 3D Scene Understanding with Neural Fields
10	a Flawed Atlas	Blind Video Deflickering by Neural Filtering	Blind Video Deflickering by Neural Filtering with a Flawed Atlas
13	Neural Instance Feature Forging	Alleviating Forgetting in Generalized Few-Shot Object Detection	Alleviating Forgetting in Generalized Few-Shot Object Detection via Neural Instance Feature Forging
9	Neural Matching	Visual Localization in 2D Public Maps	Visual Localization in 2D Public Maps with Neural Matching
7	Neural Mesh Parameterization	Distortion-Aware Selection	Distortion-Aware Selection using Neural Mesh Parameterization
8	Neural Radiance Fields	3D-Aware Gaze Redirection	3D-Aware Gaze Redirection with Neural Radiance Fields
8	Neural Radiance Fields	Occlusion-Free Scene Recovery	Occlusion-Free Scene Recovery via Neural Radiance Fields
9	Neural Radiance Fields	Photo-Realistic Point Cloud Rendering	Photo-Realistic Point Cloud Rendering via Neural Radiance Fields
9	Neural Radiance Fields	Multiview Segmentation and Perceptual Inpainting	Multiview Segmentation and Perceptual Inpainting with Neural Radiance Fields
9	Neural Scene Representation	Depth Estimation from Indoor Panoramas	Depth Estimation from Indoor Panoramas with Neural Scene Representation
14	New Dataset and Degradation Models	Learning a Practical SDR-to-HDRTV Up-conversion	Learning a Practical SDR-to-HDRTV Up-conversion using New Dataset and Degradation Models
8	No Additional Human Annotations	Labeled Dataset Generation	Labeled Dataset Generation with No Additional Human Annotations
8	No Pose Prior	Optimising Neural Radiance Field	Optimising Neural Radiance Field with No Pose Prior
6	Noisy Labels	Fine-Grained Classification	Fine-Grained Classification with Noisy Labels
6	Noisy Labels	Twin Contrastive Learning	Twin Contrastive Learning with Noisy Labels
9	Noisy Labels	An Optimal Transport Filter for Learning	An Optimal Transport Filter for Learning with Noisy Labels
12	Noisy Labels for 2D-3D Cross-Modal Retrieval	Robust Discriminative Learning	Robust Discriminative Learning with Noisy Labels for 2D-3D Cross-Modal Retrieval
10	Non-local Graph Attention Network	Robust 3D Shape Classification	Robust 3D Shape Classification via Non-local Graph Attention Network
7	Normal integration	Explicit Clothed humans Optimized	Explicit Clothed humans Optimized via Normal integration
7	Novel-View Synthesis	Corrective Robot Augmentation	Corrective Robot Augmentation via Novel-View Synthesis
9	Nuisance-extended Information Bottleneck	Enhancing Multiple Reliability Measures	Enhancing Multiple Reliability Measures via Nuisance-extended Information Bottleneck
8	Object Factorization and Compositional Reasoning	Answering Questions	Answering Questions with Object Factorization and Compositional Reasoning
9	Object-Centric Neural Scattering Functions	Multi-Object Manipulation	Multi-Object Manipulation via Object-Centric Neural Scattering Functions
9	Object-Centric Predictive Models	Intrinsic Physical Concepts Discovery	Intrinsic Physical Concepts Discovery with Object-Centric Predictive Models
18	Occlusion-aware Texture Regression for 3D Hand Reconstruction from a Single RGB Image	A Probabilistic Attention Model	A Probabilistic Attention Model with Occlusion-aware Texture Regression for 3D Hand Reconstruction from a Single RGB Image
7	Occupancy estimation	Automotive Lidar Self-supervision	Automotive Lidar Self-supervision by Occupancy estimation
17	Occupancy-aware Lifting for Panoptic 3D Scene Reconstruction from A Single Image	A Bottom-Up Framework	A Bottom-Up Framework with Occupancy-aware Lifting for Panoptic 3D Scene Reconstruction from A Single Image
14	Online Clustering and Prototypical Consistency for Efficient Semi-supervised Learning	Pseudo-label Refinement	Pseudo-label Refinement via Online Clustering and Prototypical Consistency for Efficient Semi-supervised Learning
11	Only One Demonstration	Autonomous Manipulation Learning for Similar Deformable Objects	Autonomous Manipulation Learning for Similar Deformable Objects via Only One Demonstration
6	Open Vocabularies	3D Scene Understanding	3D Scene Understanding with Open Vocabularies
10	optical center symmetry prior	Nighttime smartphone reflective flare removal	Nighttime smartphone reflective flare removal using optical center symmetry prior
10	Optimal Objective Estimation	Perception-Oriented Single Image Super-Resolution	Perception-Oriented Single Image Super-Resolution using Optimal Objective Estimation
7	Orthogonal Planes	Self-supervised Depth Estimation	Self-supervised Depth Estimation via Orthogonal Planes
7	Paired-Logits Inversion Attack	Image Recovery	Image Recovery via Paired-Logits Inversion Attack
7	Panel Representation	Understanding 360 Indoor Environment	Understanding 360 Indoor Environment via Panel Representation
11	Parameter Hybridization for Efficient Online Knowledge Distillation	Loss Minima Flattening	Loss Minima Flattening via Parameter Hybridization for Efficient Online Knowledge Distillation
7	Parametric Multi-Loss Optimization	Tunable Convolutions	Tunable Convolutions with Parametric Multi-Loss Optimization
9	Part Retrieval and Assembly	Unsupervised 3D Shape Reconstruction	Unsupervised 3D Shape Reconstruction by Part Retrieval and Assembly
9	Part-aware Details	Text-driven Indoor Scene Stylization	Text-driven Indoor Scene Stylization with Part-aware Details
10	Part-Discretized Diffusion Process	Generalized Deep 3D Shape Prior	Generalized Deep 3D Shape Prior via Part-Discretized Diffusion Process
9	Patch Aligned Contrastive Learning	Open Vocabulary Semantic Segmentation	Open Vocabulary Semantic Segmentation with Patch Aligned Contrastive Learning
10	Path-Augmented Method	Improving the Transferability of Adversarial Samples	Improving the Transferability of Adversarial Samples by Path-Augmented Method
7	Pattern Injection	Dynamic Generative Targeted Attacks	Dynamic Generative Targeted Attacks with Pattern Injection
6	PDAVIS Events	Deep Polarization Reconstruction	Deep Polarization Reconstruction with PDAVIS Events
10	Implicit Surfaces using Permutohedral Lattices	Fast Multi-View Reconstruction	Fast Multi-View Reconstruction with Implicit Surfaces using Permutohedral Lattices
12	Perspective Supervision	Adapting Modern Image Backbones to Bird's-Eye-View Recognition	Adapting Modern Image Backbones to Bird's-Eye-View Recognition via Perspective Supervision
11	Photo and Text	On Human Scene-Sketch and its Complementarity	On Human Scene-Sketch and its Complementarity with Photo and Text
10	Photorealistic Style Transfer	Modernizing Old Photos Using Multiple References	Modernizing Old Photos Using Multiple References via Photorealistic Style Transfer
10	Physical and Neural Renderers	Inverse Rendering of Translucent Objects	Inverse Rendering of Translucent Objects using Physical and Neural Renderers
8	Physical Scene Priors	Deblurred Neural Radiance Field	Deblurred Neural Radiance Field with Physical Scene Priors
9	Physics-based Optimization	A Library for Robot Learning	A Library for Robot Learning with Physics-based Optimization
10	PID Controllers	A Real-time Semantic Segmentation Network Inspired	A Real-time Semantic Segmentation Network Inspired by PID Controllers
11	Piecewise Bezier Curve	End-to-End Vectorized HD-map Construction	End-to-End Vectorized HD-map Construction with Piecewise Bezier Curve
10	Pixel and Patch Level	A Unified HDR Imaging Method	A Unified HDR Imaging Method with Pixel and Patch Level
12	Pixel-level Discriminator for Image-aware Layout Generation	Unsupervised Domain Adaption	Unsupervised Domain Adaption with Pixel-level Discriminator for Image-aware Layout Generation
9	Frequency for Domain Generalization	Effective Normalization by Playing	Effective Normalization by Playing with Frequency for Domain Generalization
9	Point	Learning to Segment Every Referring Object Point	Learning to Segment Every Referring Object Point by Point
7	Point Clouds	Benchmarking 3D Gait Recognition	Benchmarking 3D Gait Recognition with Point Clouds
10	Point-Guided Mask Representation	Weakly Semi-Supervised Instance Segmentation	Weakly Semi-Supervised Instance Segmentation via Point-Guided Mask Representation
9	Point-Voxel Transformer	Single-Stage 3D Object Detector	Single-Stage 3D Object Detector with Point-Voxel Transformer
6	Polynomial Activations	Fractional Shift Invariance	Fractional Shift Invariance via Polynomial Activations
8	Pose-Guided Diffusion Models	Consistent View Synthesis	Consistent View Synthesis with Pose-Guided Diffusion Models
14	Position Inconsistency Pseudo Label Correction Module	Semi-Supervised 2D Human Pose Estimation Driven	Semi-Supervised 2D Human Pose Estimation Driven by Position Inconsistency Pseudo Label Correction Module
12	Pretrained Deep Skeleton Features	Prompt-Guided Zero-Shot Anomaly Action Recognition	Prompt-Guided Zero-Shot Anomaly Action Recognition using Pretrained Deep Skeleton Features
13	Pretrained Image-Language Models	Low-Shot Part Segmentation for 3D Point Clouds	Low-Shot Part Segmentation for 3D Point Clouds via Pretrained Image-Language Models
11	Pretrained Object Detectors	Bootstrapping End-to-End Multi-Object Tracking	Bootstrapping End-to-End Multi-Object Tracking by Pretrained Object Detectors
14	Pre-trained Vision-Language Models	Bidirectional Cross-Modal Knowledge Exploration for Video Recognition	Bidirectional Cross-Modal Knowledge Exploration for Video Recognition with Pre-trained Vision-Language Models
16	Pre-trained Visual-Semantic Space	Learning to Generate Language-supervised and Open-vocabulary Scene Graph	Learning to Generate Language-supervised and Open-vocabulary Scene Graph using Pre-trained Visual-Semantic Space
12	Pre-Training Methods	Improving Geographical Inclusivity of Vision-and-Language Models	Improving Geographical Inclusivity of Vision-and-Language Models with Pre-Training Methods
11	Prior-guided Editing Field	Semantic-driven Image-based NeRF Editing	Semantic-driven Image-based NeRF Editing with Prior-guided Editing Field
6	Procedural Generation	Infinite Photorealistic Worlds	Infinite Photorealistic Worlds using Procedural Generation
13	Progressive Graph Matching and Alternate Learning	Unsupervised Visible-Infrared Person Re-Identification	Unsupervised Visible-Infrared Person Re-Identification via Progressive Graph Matching and Alternate Learning
14	Progressive Video Transformers	End-to-End Multi-person 3D Pose and Shape Estimation	End-to-End Multi-person 3D Pose and Shape Estimation with Progressive Video Transformers
9	Projector Assisted Pretraining	Towards General Human-centric Perception	Towards General Human-centric Perception with Projector Assisted Pretraining
9	Prompt Analogies	Language-Guided Music Recommendation for Video	Language-Guided Music Recommendation for Video via Prompt Analogies
11	Prompt-based Feature Mapping	Generating Anomalies for Video Anomaly Detection	Generating Anomalies for Video Anomaly Detection with Prompt-based Feature Mapping
10	Prompting Vision-Language Evaluator	Open-set Fine-grained Retrieval	Open-set Fine-grained Retrieval via Prompting Vision-Language Evaluator
10	Prototypical Contrastive Learning	Weakly-Supervised Domain Adaptive Semantic Segmentation	Weakly-Supervised Domain Adaptive Semantic Segmentation with Prototypical Contrastive Learning
14	Pseudo-loss Estimation and Feature Adversarial Training	Boosting Semi-supervised Medical Image Classification	Boosting Semi-supervised Medical Image Classification via Pseudo-loss Estimation and Feature Adversarial Training
10	Pseudo-multi-view Optimization	High-fidelity 3D GAN Inversion	High-fidelity 3D GAN Inversion by Pseudo-multi-view Optimization
9	Pyramid Normalizing Flow	High-Resolution Defect Contrastive Localization	High-Resolution Defect Contrastive Localization using Pyramid Normalizing Flow
10	Query Adaptation on Language Embedding	Unifying Object Detection Datasets	Unifying Object Detection Datasets via Query Adaptation on Language Embedding
7	Radio-Visual Correspondence	Self-Supervised Localisation	Self-Supervised Localisation via Radio-Visual Correspondence
6	Random Features	Differentiable Architecture Search	Differentiable Architecture Search with Random Features
6	Random Projection Filters	Adversarial Robustness	Adversarial Robustness via Random Projection Filters
9	Rate-distortion Optimization	Real-time 6K Image Rescaling	Real-time 6K Image Rescaling with Rate-distortion Optimization
9	Ray-Conditioned Sampling	High-Fidelity 6-DoF Video	High-Fidelity 6-DoF Video with Ray-Conditioned Sampling
11	Raytracing in Neural SDFs	Intrinsic Indoor Scene Reconstruction and Editing	Intrinsic Indoor Scene Reconstruction and Editing via Raytracing in Neural SDFs
10	Realistic Distractions and Pseudo-Labeling	Improving Optical Flow Estimation	Improving Optical Flow Estimation via Realistic Distractions and Pseudo-Labeling
10	Recursive Kernels for Single Image Defocus Deblurring	Neumann Network	Neumann Network with Recursive Kernels for Single Image Defocus Deblurring
9	Recycling	Efficient Contrastive Learning of 3D Point Clouds	Efficient Contrastive Learning of 3D Point Clouds via Recycling
11	Reducing Sensitivity to Patch Corruptions	Improving Robustness of Vision Transformers	Improving Robustness of Vision Transformers by Reducing Sensitivity to Patch Corruptions
13	Region Prompting and Anchor Pre-Matching	Adapting CLIP for Open-Vocabulary Detection	Adapting CLIP for Open-Vocabulary Detection with Region Prompting and Anchor Pre-Matching
8	Regional GAN Inversion	Fine-Grained Face Swapping	Fine-Grained Face Swapping via Regional GAN Inversion
12	Regularized Loss for Weakly Supervised Salient Object Detection	Test Time Adaptation	Test Time Adaptation with Regularized Loss for Weakly Supervised Salient Object Detection
12	Contrastive Pre-trained Rewards	Co-speech Gesture Synthesis by Reinforcement Learning	Co-speech Gesture Synthesis by Reinforcement Learning with Contrastive Pre-trained Rewards
7	Relative Boundary Modeling	Temporal Action Detection	Temporal Action Detection with Relative Boundary Modeling
11	Relaxed Common Fate and Visual Grouping	Bootstrapping Objectness from Videos	Bootstrapping Objectness from Videos by Relaxed Common Fate and Visual Grouping
9	Relaxed Contrastive Constraint	Noise-Tolerant Semi-Supervised Learning	Noise-Tolerant Semi-Supervised Learning via Relaxed Contrastive Constraint
11	Reliable Bank	Contrastive Semi-supervised Learning for Underwater Image Restoration	Contrastive Semi-supervised Learning for Underwater Image Restoration via Reliable Bank
13	Reliable Pose Graph Initialization and History Reweighting	Robust Multiview Point Cloud Registration	Robust Multiview Point Cloud Registration with Reliable Pose Graph Initialization and History Reweighting
12	Reliable Uncertainty Quantification and Calibration	Towards Building Self-Aware Object Detectors	Towards Building Self-Aware Object Detectors via Reliable Uncertainty Quantification and Calibration
6	Removing Data Bottlenecks	Accelerating Training	Accelerating Training by Removing Data Bottlenecks
5	Representation Enhancement	Superclass Learning	Superclass Learning with Representation Enhancement
4	Request	Visual Recognition	Visual Recognition by Request
11	Residual Perception of Motion Semantics & Geometry	Skinned Motion Retargeting	Skinned Motion Retargeting with Residual Perception of Motion Semantics & Geometry
5	Retrieval	Train/Test-Time Adaptation	Train/Test-Time Adaptation with Retrieval
7	Retrieval Augmentation	Lightweight Image Captioning Prompted	Lightweight Image Captioning Prompted with Retrieval Augmentation
8	Retrieval-Augmented Knowledge	Learning Customized Visual Models	Learning Customized Visual Models with Retrieval-Augmented Knowledge
11	Retrieving from Web-Scale Image-Text Data	Improving Image Recognition	Improving Image Recognition by Retrieving from Web-Scale Image-Text Data
10	Rewinding Lottery Ticket Hypothesis	Memory-friendly Scalable Super-resolution	Memory-friendly Scalable Super-resolution via Rewinding Lottery Ticket Hypothesis
9	Rewriting Modelâ€™s Decision	Towards Trustable Skin Cancer Diagnosis	Towards Trustable Skin Cancer Diagnosis via Rewriting Modelâ€™s Decision
9	RGB and Poses	Learning to Relocalize in Minutes	Learning to Relocalize in Minutes using RGB and Poses
9	RGB Online Self-Supervision	Mapping And Coverage Anticipation	Mapping And Coverage Anticipation with RGB Online Self-Supervision
5	Robust Losses	Ignoring Distractors	Ignoring Distractors with Robust Losses
8	Robust Smoothed Classifiers	Single Image Backdoor Inversion	Single Image Backdoor Inversion via Robust Smoothed Classifiers
7	Rotated Sets	Dynamic Sparse Voxel Transformer	Dynamic Sparse Voxel Transformer with Rotated Sets
9	Sampling-Based Polishing	Controllable Zero-shot Image Captioning	Controllable Zero-shot Image Captioning by Sampling-Based Polishing
11	Saturation-Aware Masked Autoencoders	Few-shot Learning for HDR Deghosting	Few-shot Learning for HDR Deghosting with Saturation-Aware Masked Autoencoders
11	Scalable Graph Frequency Decomposition	High Fidelity 3D Hand Shape Reconstruction	High Fidelity 3D Hand Shape Reconstruction via Scalable Graph Frequency Decomposition
11	Scalable Semantic Transfer over Multiple Label Domains	Semantic Human Parsing	Semantic Human Parsing via Scalable Semantic Transfer over Multiple Label Domains
8	Scale Field	Single View Scene Scale Estimation	Single View Scene Scale Estimation using Scale Field
10	Scale-Equivariance Pursuit	Deep Arbitrary-Scale Image Super-Resolution	Deep Arbitrary-Scale Image Super-Resolution via Scale-Equivariance Pursuit
6	Scarce Annotations	Animal Pose Estimation	Animal Pose Estimation with Scarce Annotations
11	Selective Query Recollection	Enhanced Training of Query-Based Object Detection	Enhanced Training of Query-Based Object Detection via Selective Query Recollection
10	Self-attention for Quality-independent Representation Learning	Vector Quantization	Vector Quantization with Self-attention for Quality-independent Representation Learning
7	Self-compatibility	Switchable Representation Learning Framework	Switchable Representation Learning Framework with Self-compatibility
10	Self-Critical Learning	Semi-Supervised VQA Natural Language Explanation	Semi-Supervised VQA Natural Language Explanation via Self-Critical Learning
10	Self-distilled Regularization	Memory-Efficient Continual Test-time Adaptation	Memory-Efficient Continual Test-time Adaptation via Self-distilled Regularization
11	Knowledge Excavation	Long-Tailed Visual Recognition via Self-Heterogeneous Integration	Long-Tailed Visual Recognition via Self-Heterogeneous Integration with Knowledge Excavation
10	Noisy labels via Self-supervised Adversarial Noisy Masking	Learning	Learning with Noisy labels via Self-supervised Adversarial Noisy Masking
9	self-supervised clustering	Semi-supervised learning made simple	Semi-supervised learning made simple with self-supervised clustering
7	Self-Supervised Scene Adaptation	Object Detection	Object Detection with Self-Supervised Scene Adaptation
13	Self-supervised Scene Decomposition	3D Avatar Reconstruction from Videos in the Wild	3D Avatar Reconstruction from Videos in the Wild via Self-supervised Scene Decomposition
13	Self-supervised Sim-to-Real Transfer	Markerless Camera-to-Robot Pose Estimation	Markerless Camera-to-Robot Pose Estimation via Self-supervised Sim-to-Real Transfer
9	Semantic and Structural Modeling	Robust Point Cloud Classification	Robust Point Cloud Classification via Semantic and Structural Modeling
8	Semantic Completion Learning	Vision-Language Pre-training	Vision-Language Pre-training with Semantic Completion Learning
12	Person via Semantically Associated Landmarks for Virtual Try-On	Linking Garment	Linking Garment with Person via Semantically Associated Landmarks for Virtual Try-On
11	Semantically Tolerant Contrastive Loss	Self-Supervised Image-to-Point Distillation	Self-Supervised Image-to-Point Distillation via Semantically Tolerant Contrastive Loss
13	Semantic-Aware Mechanisms	Two-Stream Networks for Weakly-Supervised Temporal Action Localization	Two-Stream Networks for Weakly-Supervised Temporal Action Localization with Semantic-Aware Mechanisms
9	Set of Diverse Embeddings	Improving Cross-Modal Retrieval	Improving Cross-Modal Retrieval with Set of Diverse Embeddings
7	Shadow Ray Supervision	Neural SDF Reconstruction	Neural SDF Reconstruction by Shadow Ray Supervision
16	Shared-Context Processing for Representation Learning of Giga-pixel Images	Sparse Multi-Modal Graph Transformer	Sparse Multi-Modal Graph Transformer with Shared-Context Processing for Representation Learning of Giga-pixel Images
10	Shared-Private Representation of Multiple Data Sources	Action Segmentation	Action Segmentation with Shared-Private Representation of Multiple Data Sources
11	Missing Modality via Shared-Specific Feature Modeling	Multi-modal Learning	Multi-modal Learning with Missing Modality via Shared-Specific Feature Modeling
10	Shifting the Decision Boundary	Rapid Forgetting of Deep Networks	Rapid Forgetting of Deep Networks via Shifting the Decision Boundary
9	Shortest Path Regularization	Unpaired Image-to-Image Translation	Unpaired Image-to-Image Translation with Shortest Path Regularization
9	Signal Superresolution Network	Non-line-of-sight Imaging	Non-line-of-sight Imaging with Signal Superresolution Network
12	Signal-surface Collaborative Regularization	Few-shot Non-line-of-sight Imaging	Few-shot Non-line-of-sight Imaging with Signal-surface Collaborative Regularization
13	Signed Distance Functions	Learning to Reconstruct and Synthesize High-quality Vector Fonts	Learning to Reconstruct and Synthesize High-quality Vector Fonts via Signed Distance Functions
9	Signed Ray Distance Functions (SRDF)	Multi-View Reconstruction	Multi-View Reconstruction using Signed Ray Distance Functions (SRDF)
10	Simultaneous Exploration and Identification	3D-Aware Object Goal Navigation	3D-Aware Object Goal Navigation via Simultaneous Exploration and Identification
9	Single Point Supervision	Learning Infrared Small Target Detection	Learning Infrared Small Target Detection with Single Point Supervision
10	Single-Click Distracting Object Segmentation Network	Simplifying Photo Cleanup	Simplifying Photo Cleanup with Single-Click Distracting Object Segmentation Network
7	Sinusoidal Waves	Pre-training Vision Transformers	Pre-training Vision Transformers with Sinusoidal Waves
6	Sketching	Learning Geometry-aware Representations	Learning Geometry-aware Representations by Sketching
9	Slice Attention Networks	Accurate BEV 3D Object Detection	Accurate BEV 3D Object Detection via Slice Attention Networks
13	Slot Attention for Vision-and-Language Navigation	Learning Geometry-Enhanced Visual Representation	Learning Geometry-Enhanced Visual Representation with Slot Attention for Vision-and-Language Navigation
7	Smooth Viewpoint Trajectory	Accelerating NeRF Rendering	Accelerating NeRF Rendering via Smooth Viewpoint Trajectory
8	Source Label Adaptation	Semi-Supervised Domain Adaptation	Semi-Supervised Domain Adaptation with Source Label Adaptation
9	Space-time Correspondence Learning	Boosting Video Object Segmentation	Boosting Video Object Segmentation via Space-time Correspondence Learning
14	Space-time Factorization for Large-scale Video Snapshot Compressive Imaging	Densely Connected Network	Densely Connected Network with Space-time Factorization for Large-scale Video Snapshot Compressive Imaging
8	Sparse Kernel Selection	Compacting Binary Neural Networks	Compacting Binary Neural Networks by Sparse Kernel Selection
10	Sparse Masked Modeling for Vision Decoding	Conditional Diffusion Model	Conditional Diffusion Model with Sparse Masked Modeling for Vision Decoding
10	Sparse-Dense Complementary Learning	Event-guided Person Re-Identification	Event-guided Person Re-Identification via Sparse-Dense Complementary Learning
9	Spatial-Attention Dropout for Tracking Tasks	Masked Autoencoders	Masked Autoencoders with Spatial-Attention Dropout for Tracking Tasks
9	Spatial-aware Feature and Rank Consistency	Image Cropping	Image Cropping with Spatial-aware Feature and Rank Consistency
13	Spatially Adaptive Companding for Efficient Learned Image Compression	Lattice Vector Quantization Coupled	Lattice Vector Quantization Coupled with Spatially Adaptive Companding for Efficient Learned Image Compression
9	Spatially Varying Signal-to-Noise Ratios	HDR Imaging	HDR Imaging with Spatially Varying Signal-to-Noise Ratios
10	Spatially-Adaptive Self-Similarity	Unsupervised Deep Asymmetric Stereo Matching	Unsupervised Deep Asymmetric Stereo Matching with Spatially-Adaptive Self-Similarity
13	Spatial-Temporal Data Overfitting	Towards High-Quality and Efficient Video Super-Resolution	Towards High-Quality and Efficient Video Super-Resolution via Spatial-Temporal Data Overfitting
11	Spatial-Temporal-Historical Consistency Learning	Source-Free Video Domain Adaptation	Source-Free Video Domain Adaptation with Spatial-Temporal-Historical Consistency Learning
10	Spatio-Temporal Criss-cross Attention	3D Human Pose Estimation	3D Human Pose Estimation with Spatio-Temporal Criss-cross Attention
8	Spatio-Temporal Sparsity	Ultrahigh Resolution Image/Video Matting	Ultrahigh Resolution Image/Video Matting with Spatio-Temporal Sparsity
8	State-Space Transformers	Efficient Movie Scene Detection	Efficient Movie Scene Detection using State-Space Transformers
6	stochastic ensembles	Bayesian posterior approximation	Bayesian posterior approximation with stochastic ensembles
7	Straight Flows	Fast Point Cloud Generation	Fast Point Cloud Generation with Straight Flows
13	Strongly Star-Convex Constraints for Multimodel Image Alignment	Demystifying Deep Lucas-Kanade	Demystifying Deep Lucas-Kanade with Strongly Star-Convex Constraints for Multimodel Image Alignment
12	Structure Disentanglement and Dual Adversarial Discrimination	Semi-supervised Hand Appearance Recovery	Semi-supervised Hand Appearance Recovery via Structure Disentanglement and Dual Adversarial Discrimination
9	Structure Modeling and Guidance	Low-Light Image Enhancement	Low-Light Image Enhancement via Structure Modeling and Guidance
10	Structured Keypoint Pooling	Unified Keypoint-based Action Recognition Framework	Unified Keypoint-based Action Recognition Framework via Structured Keypoint Pooling
11	Structure-Enhanced Recurrent Variational AutoEncoder	Discriminating Known from Unknown Objects	Discriminating Known from Unknown Objects via Structure-Enhanced Recurrent Variational AutoEncoder
16	Structure-Trajectory Prompted Reconstruction for Person Re-Identification	Transformer-Based Skeleton Graph Prototype Contrastive Learning	Transformer-Based Skeleton Graph Prototype Contrastive Learning with Structure-Trajectory Prompted Reconstruction for Person Re-Identification
9	StyleGAN	Transforming the Residuals for Real Image Editing	Transforming the Residuals for Real Image Editing with StyleGAN
9	Subdivision for Local Feature Matching	Patch Area Transportation	Patch Area Transportation with Subdivision for Local Feature Matching
9	Sunlight Interferometry	Passive Micron-scale Time-of-Flight	Passive Micron-scale Time-of-Flight with Sunlight Interferometry
6	Super Token Sampling	Vision Transformer	Vision Transformer with Super Token Sampling
9	Superpoints	Self-Supervised 3D Scene Flow Estimation Guided	Self-Supervised 3D Scene Flow Estimation Guided by Superpoints
13	Switching Towards Linear-Angular Attention During Vision Transformer Inference	Compressing Self-Attention	Compressing Self-Attention via Switching Towards Linear-Angular Attention During Vision Transformer Inference
8	Synthesis	Top-Down Visual Attention from Analysis	Top-Down Visual Attention from Analysis by Synthesis
10	Synthetic Appearance Discovery and Targeted Subspace Modeling	Eyewear Personalization	Eyewear Personalization using Synthetic Appearance Discovery and Targeted Subspace Modeling
